Console,Title,USSales,YearReleased,Publisher,Genre,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
PlayStation 3,SEGA Rally Revo,0.07,2007,"SEGA Europe Ltd., SEGA of America, Inc.","Racing / Driving, Simulation",1,0,16.95,75,1,2,1,0,0,0,0,0
Nintendo DS,Death Jr. and the Science Fair of Doom,0.07,2007,"Konami Digital Entertainment, Inc.",Action,1,0,12.95,47,3,1,0,0,1,0,0,0
Nintendo DS,Glory Days 2,0.07,2007,"Ghostlight Ltd., Interchannel, Ltd., Secret Stash Games, THQ Inc.","Action, Strategy",1,0,10.95,73,3,1,0,1,1,0,0,0
Nintendo DS,Indianapolis 500 Legends,0.07,2007,Destineer,Racing / Driving,0,0,16.95,51,3,1,0,1,1,0,0,0
Nintendo DS,Jenga World Tour,0.07,2007,"Atari, Inc.",Strategy,0,0,13.95,32,3,1,0,1,1,0,0,1
Nintendo DS,Operation: Vietnam,0.07,2007,Majesco Entertainment Company,Action,0,0,17.95,65,3,1,0,0,1,0,0,0
Nintendo DS,Worms: Open Warfare 2,0.07,2007,THQ Inc.,"Action, Strategy",1,0,17.95,81,3,1,1,0,1,0,0,1
Sony PSP,Alien Syndrome,0.07,2007,"SEGA of America, Inc.",Action,1,0,12.95,51,3,1,1,0,1,0,0,1
PlayStation 3,BlackSite: Area 51,0.07,2007,"Midway Home Entertainment, Inc., Midway Games Ltd.",Action,1,0,17.95,56,1,1,1,0,0,0,0,1
Nintendo Wii,Code Lyoko: Quest for Infinity,0.07,2007,"The American Game Factory, Inc., The Game Factory ApS",Action,0,0,17.95,58,1,1,0,1,0,0,0,0
Nintendo Wii,Super Swing Golf Season 2,0.07,2007,"Tecmo, Inc.",Sports,1,0,19.95,70,1,1,0,0,0,0,0,0
X360,CSI: Crime Scene Investigation - Hard Evidence,0.07,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Adventure,0,0,19.95,48,2,1,0,1,0,0,0,1
X360,FlatOut: Ultimate Carnage,0.07,2007,Empire Interactive Entertainment,Racing / Driving,1,0,16.95,80,2,1,1,0,0,0,0,0
X360,Zoids Assault,0.07,2007,"Atlus U.S.A., Inc., TAKARATOMY","Role-Playing (RPG), Strategy",0,0,17.95,46,2,1,0,1,0,0,0,0
Nintendo Wii,Alien Syndrome,0.06,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,0,1,12.95,48,1,4,0,0,0,0,0,1
X360,Tetris Evolution,0.06,2007,THQ Inc.,Strategy,1,0,17.95,52,2,4,1,0,0,0,0,0
Nintendo Wii,Showtime Championship Boxing,0.06,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,12.95,35,1,2,0,1,0,0,0,0
Nintendo DS,Heroes of Mana,0.06,2007,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Strategy,1,0,24.95,66,3,1,0,0,1,0,0,0
Nintendo DS,Myst,0.06,2007,Midway Games Ltd.,Adventure,0,1,24.95,43,3,1,0,0,1,0,0,0
Sony PSP,Coded Arms: Contagion,0.06,2007,"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment, Inc.",Action,1,0,14.95,56,3,1,0,0,1,0,0,0
Nintendo Wii,King of Clubs,0.06,2007,Oxygen Interactive Software Ltd.,Sports,0,0,14.95,35,1,1,0,0,0,0,0,0
X360,F.E.A.R. Files,0.06,2007,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Action,1,0,17.95,66,2,1,1,0,0,0,0,0
Nintendo DS,Ontamarama,0.05,2007,"Atlus U.S.A., Inc., Noise Factory",Action,0,0,17.95,71,3,1,0,0,1,0,0,0
Nintendo DS,Pony Friends,0.05,2007,"Eidos, Inc., Eidos Interactive Ltd.",Simulation,0,0,17.95,67,3,1,0,0,1,0,0,0
Nintendo DS,Retro Game Challenge,0.05,2007,"Namco Bandai Games Inc., XSEED Games","Action, Racing / Driving, Role-Playing (RPG)",0,1,17.95,77,3,1,0,1,1,0,0,0
Nintendo DS,Ultimate Mortal Kombat 3,0.05,2007,"Midway Home Entertainment, Inc., Midway Games Ltd.",Action,1,1,23.95,73,3,1,0,0,1,0,0,0
Nintendo DS,"Warhammer 40,000: Squad Command",0.05,2007,THQ Inc.,Strategy,0,0,17.95,57,3,1,0,1,1,0,0,1
Sony PSP,Juiced 2: Hot Import Nights,0.05,2007,THQ Inc.,Racing / Driving,1,0,16.95,73,3,1,0,0,1,0,0,1
Sony PSP,Pursuit Force: Extreme Justice,0.05,2007,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.","Action, Racing / Driving",1,0,14.95,73,3,1,0,0,1,0,0,0
Nintendo Wii,Jenga World Tour,0.05,2007,"Atari, Inc.",Strategy,0,0,16.95,26,1,1,0,1,0,0,0,1
Nintendo Wii,Medal of Honor: Vanguard,0.05,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Action,1,0,17.95,56,1,1,0,0,0,0,0,1
X360,World Series of Poker 2008: Battle for the Brac...,0.05,2007,"Activision Publishing, Inc., Activision Value Publishing, Inc.",Simulation,1,0,19.95,74,2,1,0,1,0,0,0,1
PlayStation 3,Pro Evolution Soccer 2008,0.04,2007,Konami Digital Entertainment GmbH,Sports,1,0,17.95,74,1,7,1,0,0,0,0,1
Sony PSP,Worms: Open Warfare 2,0.04,2007,THQ Inc.,"Action, Strategy",1,0,17.95,80,3,4,1,0,1,0,0,1
PlayStation 3,Surf's Up,0.04,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Sports,0,0,17.95,59,1,4,0,1,0,0,0,1
Nintendo Wii,Fantastic Four: Rise of the Silver Surfer,0.04,2007,2K Games,Action,1,0,12.95,39,1,4,0,1,0,0,0,1
Nintendo DS,Brothers in Arms DS,0.04,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,17.95,72,3,1,0,0,1,0,0,0
Nintendo DS,Bubble Bobble Double Shot,0.04,2007,"Ignition Entertainment Ltd. USA, Rising Star Games Ltd.",Action,0,1,17.95,50,3,1,0,0,1,0,0,0
Nintendo DS,Fantastic Four: Rise of the Silver Surfer,0.04,2007,2K Games,Action,1,0,14.95,35,3,1,0,1,1,0,0,1
Nintendo DS,Showtime Championship Boxing,0.04,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,7.95,33,3,1,0,1,1,0,0,0
Nintendo DS,Zendoku,0.04,2007,"Eidos Interactive Ltd., Secret Stash Games","Role-Playing (RPG), Strategy",0,0,16.95,68,3,1,0,0,1,0,0,0
Sony PSP,Heatseeker,0.04,2007,"Codemasters Software Company Limited, The, Red Mile Entertainment, Inc.",Action,0,0,12.95,49,3,1,0,1,1,0,0,1
Sony PSP,Manhunt 2,0.04,2007,"Rockstar Games, Inc.",Action,1,0,7.95,69,3,1,0,0,1,0,0,1
Sony PSP,SWAT: Target Liberty,0.04,2007,"Sierra Entertainment, Inc.","Action, Strategy",0,0,12.95,50,3,1,0,0,1,0,0,0
Nintendo Wii,Anubis II,0.04,2007,"Conspiracy Entertainment Corp., Popcorn Arcade",Action,1,0,9.95,19,1,1,0,0,0,0,0,0
Nintendo Wii,Barnyard,0.04,2007,THQ Inc.,"Action, Adventure",0,0,17.95,65,1,1,0,1,0,0,0,1
Nintendo Wii,Escape from Bug Island,0.04,2007,"Eidos Interactive Ltd., Secret Stash Games",Action,0,0,14.95,37,1,1,0,0,0,0,0,0
Nintendo Wii,Octomania,0.04,2007,"Compile Heart Co., Ltd., Conspiracy Entertainment Corp.","Action, Strategy",0,0,14.95,66,1,1,0,0,0,0,0,0
X360,Cabela's Big Game Hunter,0.04,2007,"Activision Value Publishing, Inc.","Simulation, Sports",1,0,19.95,51,2,1,0,1,0,0,0,1
X360,UEFA Champions League 2006-2007,0.03,2007,"Electronic Arts, Inc.",Sports,0,0,6.95,72,2,4,1,1,0,0,0,1
Sony PSP,Aliens Vs Predator: Requiem,0.03,2007,"Sierra Entertainment, Inc.",Action,1,0,17.95,49,3,2,1,1,1,0,0,0
Sony PSP,NBA 08,0.03,2007,"Sony Computer Entertainment America, Inc.",Sports,1,0,7.95,75,3,2,1,1,1,0,0,0
Nintendo Wii,Guilty Gear XX ? Core,0.03,2007,"505 GameStreet, Aksys Games, Arc System Works Co., Ltd.",Action,1,0,24.95,75,1,2,0,0,0,0,0,1
Nintendo DS,Arkanoid DS,0.03,2007,"Square Enix, Inc., Square Enix, Ltd., Taito Corporation",Strategy,0,1,16.95,61,3,1,1,0,1,0,0,0
Nintendo DS,Battleship / Connect Four / Sorry! / Trouble,0.03,2007,"Destination Software, Inc.",Strategy,0,0,17.95,55,3,1,0,1,1,0,0,0
Nintendo DS,Code Lyoko,0.03,2007,The Game Factory ApS,"Action, Adventure",0,0,11.95,63,3,1,0,1,1,0,0,0
Nintendo DS,Drake & Josh: Talent Showdown,0.03,2007,THQ Inc.,"Action, Adventure",0,0,15.95,43,3,1,0,1,1,0,0,0
Nintendo DS,Dynasty Warriors DS: Fighter's Battle,0.03,2007,KOEI Corporation,"Action, Strategy",1,0,14.95,56,3,1,0,0,1,0,0,0
Nintendo DS,Orcs & Elves,0.03,2007,"Electronic Arts, Inc.","Action, Role-Playing (RPG)",0,0,14.95,68,3,1,0,0,1,0,0,0
Nintendo DS,Prism: Light the Way,0.03,2007,"Eidos Interactive Ltd., Secret Stash Games","Action, Strategy",0,0,16.95,73,3,1,0,0,1,0,0,0
Sony PSP,Dead Head Fred,0.03,2007,"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Action,0,0,12.95,75,3,1,0,0,1,0,0,0
Sony PSP,Driver '76,0.03,2007,"Ubisoft Entertainment SA, Ubisoft, Inc.","Action, Racing / Driving",1,0,17.95,57,3,1,1,0,1,0,0,0
Sony PSP,Hot Pixel,0.03,2007,"Atari Europe S.A.S.U., Atari, Inc.",Action,0,0,8.95,55,3,1,0,0,1,0,0,0
Sony PSP,The Legend of Heroes III: Song of the Ocean,0.03,2007,Namco Bandai Games America Inc.,Role-Playing (RPG),1,0,17.95,58,3,1,0,0,1,0,0,0
Sony PSP,SEGA Rally Revo,0.03,2007,"SEGA Europe Ltd., SEGA of America, Inc.","Racing / Driving, Simulation",1,0,16.95,74,3,1,1,0,1,0,0,1
Nintendo Wii,Bionicle Heroes,0.03,2007,"Eidos, Inc., Eidos Interactive Ltd.",Action,0,0,17.95,52,1,1,0,1,0,0,0,1
Sony PSP,Burnout Dominator,0.02,2007,"Electronic Arts, Inc.","Action, Racing / Driving",1,0,17.95,76,3,4,1,0,1,0,0,1
Nintendo Wii,Balls of Fury,0.02,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Sports",0,0,9.95,19,1,2,0,1,0,0,0,1
X360,Samurai Warriors 2: Empires,0.02,2007,"KOEI Co., Ltd.","Action, Role-Playing (RPG), Strategy",0,0,19.95,53,2,2,0,0,0,0,0,1
Nintendo DS,B-17: Fortress in the Sky,0.02,2007,"Destination Software, Inc., ZOO Digital Publishing Ltd",Action,0,0,12.95,38,3,1,0,0,1,0,0,0
Nintendo DS,Meteos: Disney Magic,0.02,2007,"Buena Vista Games, Inc., Disney Interactive Studios",Strategy,1,0,12.95,74,3,1,0,1,1,0,0,0
Nintendo DS,Turn It Around,0.02,2007,Majesco Entertainment Company,"Racing / Driving, Sports",0,0,9.95,39,3,1,0,0,1,0,0,0
Sony PSP,Cube,0.02,2007,"D3Publisher Inc., D3Publisher of Europe Ltd.",Strategy,0,0,17.95,60,3,1,1,0,1,0,0,0
Sony PSP,Dragoneer's Aria,0.02,2007,"KOEI Ltd., Nippon Ichi Software Inc.",Role-Playing (RPG),0,0,24.95,56,3,1,1,0,1,0,0,0
Sony PSP,The Fast and the Furious,0.02,2007,Namco Bandai Games America Inc.,Racing / Driving,0,0,22.95,58,3,1,0,1,1,0,0,0
Sony PSP,R-Type Command,0.02,2007,"Atlus U.S.A., Inc., Irem Software Engineering, Inc.",Strategy,1,0,14.95,69,3,1,0,0,1,0,0,0
Sony PSP,Virtua Tennis 3,0.02,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Sports,1,0,16.95,79,3,1,0,1,1,0,0,1
X360,Virtua Tennis 3,0.01,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Sports,1,0,14.95,80,2,4,1,1,0,0,0,1
Nintendo DS,Balls of Fury,0.01,2007,"Destination Software, Inc.","Action, Sports",0,0,9.95,62,3,1,0,1,1,0,0,1
Nintendo DS,Front Mission,0.01,2007,"Square Enix Co., Ltd., Square Enix, Inc.",Strategy,0,0,17.95,72,3,1,0,0,1,0,0,0
Nintendo DS,Konami Classics Series: Arcade Hits,0.01,2007,"Konami of Europe GmbH, Konami Digital Entertainment, Inc.","Action, Racing / Driving, Sports",0,1,17.95,76,3,1,0,0,1,0,0,0
Nintendo DS,Lost in Blue 2,0.01,2007,"Konami Digital Entertainment Co., Ltd., Konami of Europe GmbH, Konami Digital Entertainment, Inc.",Role-Playing (RPG),1,0,17.95,58,3,1,0,0,1,0,0,0
Nintendo DS,Nancy Drew: The Deadly Secret of Olde World Park,0.01,2007,"Majesco Entertainment Company, Majesco Europe Ltd.",Adventure,0,0,17.95,64,3,1,0,1,1,0,0,0
Nintendo DS,Nervous Brickdown,0.01,2007,"Secret Stash Games, Success Corp.",Action,0,0,17.95,70,3,1,0,0,1,0,0,0
Nintendo DS,Original Frisbee Disc Sports: Ultimate & Golf,0.01,2007,"Destination Software, Inc.",Sports,0,0,9.95,31,3,1,0,1,1,0,0,0
Nintendo DS,Sea Monsters: A Prehistoric Adventure,0.01,2007,"Destination Software, Inc., White Park Bay Software Ltd","Action, Educational",0,0,13.95,43,3,1,0,1,1,0,0,0
Sony PSP,After Burner: Black Falcon,0.01,2007,"SEGA Europe Ltd., SEGA of America, Inc.",Action,1,0,19.95,73,3,1,1,0,1,0,0,0
Sony PSP,Capcom Puzzle World,0.01,2007,"Capcom Entertainment, Inc., CE Europe Ltd.",Strategy,0,1,19.95,65,3,1,1,0,1,0,0,0
Sony PSP,Puzzle Quest: Challenge of the Warlords,0.01,2007,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.","Role-Playing (RPG), Strategy",0,0,17.95,84,3,1,1,0,1,0,0,1
Sony PSP,Smash Court Tennis 3,0.01,2007,Namco Bandai Games America Inc.,Sports,1,0,19.95,68,3,1,0,1,1,0,0,1
Sony PSP,Traxxpad: Portable Studio,0.01,2007,"Eidos, Inc.","Educational, Simulation",0,0,17.95,78,3,1,1,0,1,0,0,0
Sony PSP,UEFA Champions League 2006-2007,0.01,2007,"Electronic Arts, Inc.",Sports,1,0,14.95,71,3,1,1,1,1,0,0,1
Sony PSP,Winx Club: Join the Club,0.01,2007,"Konami Digital Entertainment, Inc.","Action, Racing / Driving, Strategy",0,0,17.95,30,3,1,0,1,1,0,0,0
Nintendo Wii,Driver: Parallel Lines,0.01,2007,Ubisoft Entertainment SA,"Action, Racing / Driving",1,0,24.95,59,1,1,0,0,0,0,0,1
Nintendo Wii,Mario Kart Wii,12.39,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Racing / Driving,1,0,29.95,82,2,4,1,0,0,0,0,0
X360,Grand Theft Auto IV,5.76,2008,"Rockstar Games, Inc.","Action, Racing / Driving",1,0,24.95,98,3,1,1,0,0,0,0,1
Nintendo Wii,Super Smash Bros.: Brawl,5.71,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,39.95,93,2,6,1,0,0,0,0,0
X360,Call of Duty: World at War,4.58,2008,"Activision Publishing, Inc.",Action,1,0,29.95,84,3,4,1,0,0,0,0,1
PlayStation 3,Grand Theft Auto IV,3.91,2008,"Rockstar Games, Inc.","Action, Racing / Driving",1,0,24.95,98,2,1,1,0,0,0,0,1
X360,Gears of War 2,3.9,2008,Microsoft Games Studios,Action,1,0,24.95,93,3,2,1,0,0,0,0,0
Nintendo DS,Pok‚mon: Platinum Version,2.86,2008,"Nintendo Co., Ltd., Nintendo of America Inc.","Adventure, Role-Playing (RPG)",1,0,27.95,83,4,1,0,0,1,0,0,0
PlayStation 3,Metal Gear Solid 4: Guns of the Patriots,2.58,2008,"Konami Digital Entertainment Co., Ltd., Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Action,1,0,22.95,94,2,1,1,0,0,0,0,0
X360,Fable II,2.55,2008,Microsoft Games Studios,Role-Playing (RPG),1,0,17.95,89,3,1,1,0,0,0,0,0
PlayStation 3,Call of Duty: World at War,2.53,2008,"Activision Publishing, Inc.",Action,1,0,29.95,85,2,4,1,0,0,0,0,1
Nintendo Wii,Guitar Hero: World Tour,2.47,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,17.95,86,2,4,1,0,0,0,0,1
PlayStation 3,LittleBigPlanet,2.46,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,0,0,24.95,95,2,4,1,0,0,0,0,0
X360,Fallout 3,2.44,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,93,3,1,0,0,0,0,0,1
X360,LEGO Indiana Jones: The Original Adventures,2.42,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,9.95,77,3,2,0,1,0,0,0,1
X360,Left 4 Dead,2.39,2008,Valve Corporation,Action,0,0,19.95,89,3,2,1,0,0,0,0,0
X360,Madden NFL 09,2.33,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,83,3,4,1,1,0,0,0,1
Nintendo DS,Guitar Hero: On Tour,2.22,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,14.95,71,4,1,0,0,1,0,0,0
X360,Kung Fu Panda,2.04,2008,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,9.95,75,3,4,0,1,0,0,0,1
X360,Rock Band 2,1.85,2008,MTV Games,"Action, Simulation",1,0,19.95,92,3,4,1,0,0,0,0,1
X360,Sega Superstars Tennis,1.84,2008,"SEGA Europe Ltd., SEGA of America, Inc.",Sports,0,0,9.95,67,3,4,1,0,0,0,0,1
X360,Guitar Hero: World Tour,1.78,2008,"Activision Publishing, Inc., Activision (UK) Limited, RedOctane, Inc.","Action, Simulation",1,0,16.95,85,3,4,1,0,0,0,0,1
Nintendo Wii,Animal Crossing: City Folk,1.78,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Simulation,1,0,29.95,73,2,1,1,0,0,0,0,0
Nintendo DS,Mario & Sonic at the Olympic Games,1.74,2008,"Nintendo Co., Ltd., SEGA of America, Inc.","Action, Sports",0,0,24.95,70,4,1,1,1,1,0,0,1
PlayStation 3,Madden NFL 09,1.66,2008,"Electronic Arts, Inc.",Sports,1,0,14.95,85,2,4,1,1,0,0,0,1
X360,LEGO Batman: The Videogame,1.64,2008,"TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,14.95,76,3,2,0,1,0,0,0,1
X360,Tom Clancy's Rainbow Six: Vegas 2,1.61,2008,"Ubisoft, Inc.",Action,1,0,16.95,82,3,2,1,1,0,0,0,1
Nintendo DS,Kirby Super Star Ultra,1.6,2008,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,24.95,76,4,1,0,0,1,0,0,0
X360,Star Wars: The Force Unleashed,1.59,2008,LucasArts,Action,0,0,16.95,73,3,1,0,1,0,0,0,1
Sony PSP,God of War: Chains of Olympus,1.54,2008,"Sony Computer Entertainment America, Inc., SCEE, Sony Computer Entertainment Europe Ltd.",Action,1,0,17.95,91,4,1,0,0,1,0,0,0
PlayStation 3,Fallout 3,1.48,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,17.95,90,2,1,0,0,0,0,0,1
X360,Pure,1.43,2008,"Disney Interactive Studios, Disney Interactive Studios Japan","Racing / Driving, Sports",0,0,12.95,85,3,1,1,0,0,0,0,1
Nintendo Wii,LEGO Indiana Jones: The Original Adventures,1.42,2008,"LucasArts, TT Games Publishing Ltd",Action,0,0,16.95,78,2,2,0,1,0,0,0,1
Nintendo Wii,Rock Band,1.4,2008,MTV Games,"Action, Simulation",0,0,17.95,92,2,2,0,0,0,0,0,1
Nintendo DS,LEGO Batman: The Videogame,1.39,2008,"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.","Action, Racing / Driving",0,0,17.95,72,4,1,0,1,1,0,0,1
X360,Saints Row 2,1.39,2008,THQ Inc.,"Action, Racing / Driving",1,0,17.95,81,3,1,1,0,0,0,0,1
Nintendo Wii,LEGO Batman: The Videogame,1.32,2008,"ak tronic Software & Services GmbH, TT Games Publishing Ltd, Warner Bros. Interactive Entertainment Inc.",Action,0,0,17.95,74,2,2,0,1,0,0,0,1
Nintendo Wii,Call of Duty: World at War,1.17,2008,"Activision Publishing, Inc.",Action,1,0,29.95,83,2,2,1,0,0,0,0,1
Nintendo Wii,Deca Sports,1.16,2008,"ak tronic Software & Services GmbH, Hudson Entertainment, Inc.","Racing / Driving, Sports",0,0,17.95,50,2,4,0,0,0,0,0,0
X360,Midnight Club: Los Angeles,1.15,2008,"Rockstar Games, Inc.",Racing / Driving,1,0,22.95,81,3,1,1,1,0,0,0,1
PlayStation 3,Mortal Kombat vs. DC Universe,1.13,2008,"Midway Games, Inc.",Action,1,0,24.95,76,2,2,1,1,0,0,0,1
X360,Army of Two,1.12,2008,"Electronic Arts, Inc.",Action,0,0,16.95,72,3,2,1,0,0,0,0,1
PlayStation 3,Resistance 2,1.11,2008,"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Action,1,0,24.95,87,2,2,1,0,0,0,0,0
PlayStation 3,Rock Band 2,1.11,2008,MTV Games,"Action, Simulation",1,0,24.95,91,2,1,0,0,0,0,0,1
PlayStation 3,Midnight Club: Los Angeles,1.09,2008,"Rockstar Games, Inc.",Racing / Driving,1,0,22.95,82,2,1,0,1,0,0,0,1
Nintendo Wii,Sonic Unleashed,1.09,2008,SEGA Europe Ltd.,Action,1,0,17.95,66,2,1,0,0,0,0,0,1
X360,NBA 2K9 ,1.07,2008,2K Sports,Sports,1,0,12.95,84,3,1,0,0,0,0,0,1
PlayStation 3,Guitar Hero: World Tour,1.04,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,17.95,84,2,4,1,0,0,0,0,1
Nintendo Wii,Guitar Hero: Aerosmith,1.03,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,14.95,73,2,1,1,0,0,0,0,1
Nintendo Wii,Star Wars: The Force Unleashed,1.01,2008,LucasArts,Action,0,0,14.95,71,2,2,0,1,0,0,0,1
PlayStation 3,Burnout Paradise,1.01,2008,"Electronic Arts, Inc.","Action, Racing / Driving",1,0,17.95,87,2,1,1,0,0,0,0,0
Nintendo DS,Pok‚mon Ranger: Shadows of Almia,0.99,2008,"Nintendo of America Inc., Nintendo of Europe GmbH, Pok‚mon Company, The","Action, Role-Playing (RPG)",1,0,24.95,68,4,1,0,0,1,0,0,0
X360,Mortal Kombat vs. DC Universe,0.98,2008,"Midway Games, Inc.",Action,1,0,24.95,72,3,2,0,1,0,0,0,1
Nintendo Wii,Rock Band 2,0.97,2008,MTV Games,"Action, Simulation",1,0,119.95,92,2,1,0,0,0,1,0,1
Nintendo Wii,We Ski,0.96,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Sports,0,0,16.95,67,2,4,0,0,0,0,0,0
PlayStation 3,Dead Space,0.96,2008,"Electronic Arts, Inc.",Action,0,0,17.95,88,2,1,0,0,0,0,0,1
Nintendo Wii,Shaun White Snowboarding: Road Trip,0.95,2008,"ak tronic Software & Services GmbH, Ubisoft Entertainment SA, Ubisoft, Inc.",Sports,1,0,14.95,78,2,1,0,1,0,0,0,0
PlayStation 3,Star Wars: The Force Unleashed,0.92,2008,LucasArts,Action,0,0,17.95,71,2,1,0,1,0,0,0,1
X360,Guitar Hero: Aerosmith,0.91,2008,"Activision Publishing, Inc., RedOctane, Inc.","Action, Simulation",1,0,9.95,70,3,2,1,0,0,0,0,1
PlayStation 3,SOCOM: U.S. Navy SEALs - Confrontation,0.91,2008,"Sony Computer Entertainment America, Inc.",Action,1,0,16.95,63,2,1,1,0,0,0,0,0
X360,SoulCalibur IV,0.87,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Action,1,0,19.95,85,3,2,1,0,0,0,0,1
X360,Battlefield: Bad Company,0.83,2008,"Electronic Arts, Inc.",Action,1,0,16.95,83,3,1,1,0,0,0,0,1
PlayStation 3,Saints Row 2,0.81,2008,THQ Inc.,"Action, Racing / Driving",1,0,17.95,82,2,1,1,0,0,0,0,1
Nintendo DS,Guitar Hero: On Tour - Decades,0.8,2008,"Activision Publishing, Inc.","Action, Simulation",1,0,17.95,72,4,1,0,0,1,0,0,0
X360,Devil May Cry 4,0.8,2008,"Capcom Entertainment, Inc., CE Europe Ltd.",Action,1,0,17.95,84,3,1,0,0,0,0,0,1
Nintendo DS,Mystery Case Files: MillionHeir,0.76,2008,"Nintendo of America Inc., Nintendo of Europe GmbH",Adventure,0,0,17.95,65,4,1,0,0,1,0,0,0
PlayStation 3,Battlefield: Bad Company,0.76,2008,"Electronic Arts, Inc., Electronic Arts K.K.",Action,0,0,17.95,84,2,1,1,0,0,0,0,1
PlayStation 3,Army of Two,0.75,2008,"Electronic Arts, Inc.",Action,0,0,16.95,74,2,2,1,0,0,0,0,1
