Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
Guitar Hero: World Tour,"Action, Simulation",Nintendo Wii,2.47,2008,1,0,17.95,86,2,4,1,0,0,0,0,1
LittleBigPlanet,Action,PlayStation 3,2.46,2008,0,0,24.95,95,2,4,1,0,0,0,0,0
Fallout 3,"Action, Role-Playing (RPG)",X360,2.44,2008,1,0,17.95,93,3,1,0,0,0,0,0,1
LEGO Indiana Jones: The Original Adventures,Action,X360,2.42,2008,0,0,9.95,77,3,2,0,1,0,0,0,1
Left 4 Dead,Action,X360,2.39,2008,0,0,19.95,89,3,2,1,0,0,0,0,0
Madden NFL 09,Sports,X360,2.33,2008,1,0,14.95,83,3,4,1,1,0,0,0,1
Guitar Hero: On Tour,"Action, Simulation",Nintendo DS,2.22,2008,1,0,14.95,71,4,1,0,0,1,0,0,0
Kung Fu Panda,Action,X360,2.04,2008,0,0,9.95,75,3,4,0,1,0,0,0,1
Rock Band 2,"Action, Simulation",X360,1.85,2008,1,0,19.95,92,3,4,1,0,0,0,0,1
Sega Superstars Tennis,Sports,X360,1.84,2008,0,0,9.95,67,3,4,1,0,0,0,0,1
Guitar Hero: World Tour,"Action, Simulation",X360,1.78,2008,1,0,16.95,85,3,4,1,0,0,0,0,1
Animal Crossing: City Folk,Simulation,Nintendo Wii,1.78,2008,1,0,29.95,73,2,1,1,0,0,0,0,0
Mario & Sonic at the Olympic Games,"Action, Sports",Nintendo DS,1.74,2008,0,0,24.95,70,4,1,1,1,1,0,0,1
Madden NFL 09,Sports,PlayStation 3,1.66,2008,1,0,14.95,85,2,4,1,1,0,0,0,1
LEGO Batman: The Videogame,Action,X360,1.64,2008,0,0,14.95,76,3,2,0,1,0,0,0,1
Tom Clancy's Rainbow Six: Vegas 2,Action,X360,1.61,2008,1,0,16.95,82,3,2,1,1,0,0,0,1
Kirby Super Star Ultra,Action,Nintendo DS,1.6,2008,1,0,24.95,76,4,1,0,0,1,0,0,0
Star Wars: The Force Unleashed,Action,X360,1.59,2008,0,0,16.95,73,3,1,0,1,0,0,0,1
God of War: Chains of Olympus,Action,Sony PSP,1.54,2008,1,0,17.95,91,4,1,0,0,1,0,0,0
Fallout 3,"Action, Role-Playing (RPG)",PlayStation 3,1.48,2008,1,0,17.95,90,2,1,0,0,0,0,0,1
Pure,"Racing / Driving, Sports",X360,1.43,2008,0,0,12.95,85,3,1,1,0,0,0,0,1
LEGO Indiana Jones: The Original Adventures,Action,Nintendo Wii,1.42,2008,0,0,16.95,78,2,2,0,1,0,0,0,1
Rock Band,"Action, Simulation",Nintendo Wii,1.4,2008,0,0,17.95,92,2,2,0,0,0,0,0,1
LEGO Batman: The Videogame,"Action, Racing / Driving",Nintendo DS,1.39,2008,0,0,17.95,72,4,1,0,1,1,0,0,1
Saints Row 2,"Action, Racing / Driving",X360,1.39,2008,1,0,17.95,81,3,1,1,0,0,0,0,1
LEGO Batman: The Videogame,Action,Nintendo Wii,1.32,2008,0,0,17.95,74,2,2,0,1,0,0,0,1
Call of Duty: World at War,Action,Nintendo Wii,1.17,2008,1,0,29.95,83,2,2,1,0,0,0,0,1
Deca Sports,"Racing / Driving, Sports",Nintendo Wii,1.16,2008,0,0,17.95,50,2,4,0,0,0,0,0,0
Midnight Club: Los Angeles,Racing / Driving,X360,1.15,2008,1,0,22.95,81,3,1,1,1,0,0,0,1
Mortal Kombat vs. DC Universe,Action,PlayStation 3,1.13,2008,1,0,24.95,76,2,2,1,1,0,0,0,1
Army of Two,Action,X360,1.12,2008,0,0,16.95,72,3,2,1,0,0,0,0,1
Resistance 2,Action,PlayStation 3,1.11,2008,1,0,24.95,87,2,2,1,0,0,0,0,0
Rock Band 2,"Action, Simulation",PlayStation 3,1.11,2008,1,0,24.95,91,2,1,0,0,0,0,0,1
Midnight Club: Los Angeles,Racing / Driving,PlayStation 3,1.09,2008,1,0,22.95,82,2,1,0,1,0,0,0,1
Sonic Unleashed,Action,Nintendo Wii,1.09,2008,1,0,17.95,66,2,1,0,0,0,0,0,1
NBA 2K9 ,Sports,X360,1.07,2008,1,0,12.95,84,3,1,0,0,0,0,0,1
Guitar Hero: World Tour,"Action, Simulation",PlayStation 3,1.04,2008,1,0,17.95,84,2,4,1,0,0,0,0,1
Guitar Hero: Aerosmith,"Action, Simulation",Nintendo Wii,1.03,2008,1,0,14.95,73,2,1,1,0,0,0,0,1
Star Wars: The Force Unleashed,Action,Nintendo Wii,1.01,2008,0,0,14.95,71,2,2,0,1,0,0,0,1
Burnout Paradise,"Action, Racing / Driving",PlayStation 3,1.01,2008,1,0,17.95,87,2,1,1,0,0,0,0,0
PokÇmon Ranger: Shadows of Almia,"Action, Role-Playing (RPG)",Nintendo DS,0.99,2008,1,0,24.95,68,4,1,0,0,1,0,0,0
Mortal Kombat vs. DC Universe,Action,X360,0.98,2008,1,0,24.95,72,3,2,0,1,0,0,0,1
Rock Band 2,"Action, Simulation",Nintendo Wii,0.97,2008,1,0,119.95,92,2,1,0,0,0,1,0,1
We Ski,Sports,Nintendo Wii,0.96,2008,0,0,16.95,67,2,4,0,0,0,0,0,0
Dead Space,Action,PlayStation 3,0.96,2008,0,0,17.95,88,2,1,0,0,0,0,0,1
Shaun White Snowboarding: Road Trip,Sports,Nintendo Wii,0.95,2008,1,0,14.95,78,2,1,0,1,0,0,0,0
Star Wars: The Force Unleashed,Action,PlayStation 3,0.92,2008,0,0,17.95,71,2,1,0,1,0,0,0,1
Guitar Hero: Aerosmith,"Action, Simulation",X360,0.91,2008,1,0,9.95,70,3,2,1,0,0,0,0,1
SOCOM: U.S. Navy SEALs - Confrontation,Action,PlayStation 3,0.91,2008,1,0,16.95,63,2,1,1,0,0,0,0,0
SoulCalibur IV,Action,X360,0.87,2008,1,0,19.95,85,3,2,1,0,0,0,0,1
Battlefield: Bad Company,Action,X360,0.83,2008,1,0,16.95,83,3,1,1,0,0,0,0,1
Saints Row 2,"Action, Racing / Driving",PlayStation 3,0.81,2008,1,0,17.95,82,2,1,1,0,0,0,0,1
Guitar Hero: On Tour - Decades,"Action, Simulation",Nintendo DS,0.8,2008,1,0,17.95,72,4,1,0,0,1,0,0,0
Devil May Cry 4,Action,X360,0.8,2008,1,0,17.95,84,3,1,0,0,0,0,0,1
Mystery Case Files: MillionHeir,Adventure,Nintendo DS,0.76,2008,0,0,17.95,65,4,1,0,0,1,0,0,0
Battlefield: Bad Company,Action,PlayStation 3,0.76,2008,0,0,17.95,84,2,1,1,0,0,0,0,1
Army of Two,Action,PlayStation 3,0.75,2008,0,0,16.95,74,2,2,1,0,0,0,0,1
Rayman Raving Rabbids TV Party,"Action, Racing / Driving, Sports, Strategy",Nintendo Wii,0.74,2008,1,0,17.95,73,2,4,0,0,0,0,0,0
The House of the Dead 2 & 3 Return,Action,Nintendo Wii,0.74,2008,1,1,17.95,66,2,2,0,0,0,0,0,0
Far Cry 2,Action,X360,0.73,2008,1,0,19.95,85,3,1,1,0,0,0,0,1
Boom Blox,"Action, Strategy",Nintendo Wii,0.72,2008,0,0,24.95,85,2,4,0,0,0,0,0,0
Spore Creatures,"Adventure, Simulation",Nintendo DS,0.7,2008,0,0,14.95,65,4,1,0,0,1,0,0,0
Madden NFL 09,Sports,Sony PSP,0.68,2008,1,0,14.95,68,4,4,1,1,1,0,0,1
NCAA Football 09,Sports,X360,0.68,2008,1,0,14.95,83,3,4,1,1,0,0,0,1
MLB 08: The Show,Sports,PlayStation 3,0.67,2008,1,0,12.95,85,2,2,1,1,0,0,0,1
Tom Clancy's Rainbow Six: Vegas 2,Action,PlayStation 3,0.67,2008,1,0,24.95,81,2,2,1,1,0,0,0,1
Mercenaries 2: World in Flames,Action,X360,0.66,2008,1,0,14.95,72,3,1,0,0,0,0,0,1
Need for Speed: Undercover,Racing / Driving,X360,0.66,2008,1,0,17.95,64,3,1,1,1,0,0,0,1
Guitar Hero: Aerosmith,"Action, Simulation",PlayStation 3,0.65,2008,1,0,14.95,70,2,2,1,0,0,0,0,1
SoulCalibur IV,Action,PlayStation 3,0.65,2008,1,0,22.95,85,2,2,1,0,0,0,0,1
Valkyria Chronicles,"Action, Role-Playing (RPG), Strategy",PlayStation 3,0.65,2008,0,0,24.95,86,2,1,0,0,0,0,0,0
Harvest Moon: Tree of Tranquility,"Role-Playing (RPG), Simulation",Nintendo Wii,0.62,2008,1,0,34.95,65,2,1,0,0,0,0,0,0
Star Wars: The Clone Wars - Jedi Alliance,"Action, Adventure",Nintendo DS,0.6,2008,1,0,17.95,68,4,1,0,0,1,0,0,0
Need for Speed: Undercover,Racing / Driving,PlayStation 3,0.59,2008,1,0,17.95,59,2,1,1,1,0,0,0,1
Wario Land: Shake It!,Action,Nintendo Wii,0.59,2008,1,0,19.95,78,2,1,0,0,0,0,0,0
WWE Smackdown! vs Raw 2009,Sports,X360,0.59,2008,1,0,17.95,79,3,1,0,0,0,0,0,1
NBA 2K9,Sports,PlayStation 3,0.58,2008,1,0,14.95,82,2,7,1,1,0,0,0,1
Major League Baseball 2K9,Sports,X360,0.58,2008,1,0,14.95,64,3,1,0,1,0,0,0,1
NCAA Football 09,Sports,PlayStation 3,0.56,2008,1,0,14.95,81,2,4,1,1,0,0,0,1
Kung Fu Panda,Action,Nintendo DS,0.56,2008,0,0,17.95,71,4,1,0,1,1,0,0,1
Devil May Cry 4,Action,PlayStation 3,0.56,2008,1,0,19.95,84,2,1,1,0,0,0,0,1
Tom Clancy's EndWar,Strategy,X360,0.56,2008,0,0,16.95,77,3,1,1,1,0,0,0,1
LEGO Batman: The Videogame,Action,Sony PSP,0.54,2008,0,0,17.95,73,4,1,0,1,1,0,0,1
BioShock,Action,PlayStation 3,0.53,2008,0,0,17.95,94,2,1,0,0,0,0,0,1
Bully: Scholarship Edition,"Action, Adventure",X360,0.53,2008,0,1,17.95,80,3,1,0,0,0,0,0,1
Prince of Persia,Action,X360,0.53,2008,1,1,16.95,81,3,1,0,0,0,0,0,1
Kung Fu Panda,Action,Nintendo Wii,0.52,2008,0,0,16.95,70,2,4,0,1,0,0,0,1
Sonic Chronicles: The Dark Brotherhood,"Action, Role-Playing (RPG)",Nintendo DS,0.52,2008,1,0,17.95,74,4,1,0,0,1,0,0,0
Midnight Club: L.A. Remix,Racing / Driving,Sony PSP,0.52,2008,1,0,16.95,79,4,1,0,0,1,0,0,0
FIFA Soccer 09,Sports,X360,0.51,2008,1,0,19.95,87,3,4,1,1,0,0,0,1
Chrono Trigger,Role-Playing (RPG),Nintendo DS,0.51,2008,0,1,17.95,92,4,2,0,0,1,0,0,0
High School Musical 2: Work This Out!,"Action, Adventure",Nintendo DS,0.51,2008,1,0,14.95,38,4,1,0,1,1,0,0,0
Tomb Raider: Underworld,Action,X360,0.51,2008,1,0,17.95,76,3,1,0,0,0,0,0,1
skate it,"Action, Sports",Nintendo Wii,0.5,2008,0,0,39.95,70,2,4,0,0,0,0,0,0
The Legendary Starfy,"Action, Adventure",Nintendo DS,0.5,2008,0,0,24.95,75,4,1,0,0,1,0,0,0
Mirror's Edge,Action,X360,0.5,2008,0,0,14.95,79,3,1,0,0,0,0,0,1
FIFA Soccer 09,Sports,PlayStation 3,0.49,2008,1,0,22.95,87,2,7,1,1,0,0,0,1
Haze,Action,PlayStation 3,0.49,2008,0,0,12.95,55,2,2,1,0,0,0,0,0
Dissidia: Final Fantasy,"Action, Role-Playing (RPG)",Sony PSP,0.49,2008,0,0,17.95,79,4,1,1,0,1,0,0,0
Sid Meier's Civilization: Revolution,Strategy,X360,0.49,2008,1,0,24.95,84,3,1,1,0,0,0,0,1
Wall-E,Action,Nintendo Wii,0.48,2008,0,0,17.95,51,2,4,0,1,0,0,0,1
Prince of Persia,Action,PlayStation 3,0.48,2008,1,1,17.95,85,2,1,0,0,0,0,0,1
NHL 09 ,Sports,X360,0.48,2008,1,0,14.95,88,3,1,0,0,0,0,0,1
Brothers in Arms: Hell's Highway,Action,X360,0.47,2008,1,0,17.95,76,3,1,1,0,0,0,0,1
Shaun White Snowboarding,Sports,X360,0.47,2008,0,0,14.95,60,3,1,1,1,0,0,0,1
Turok,Action,X360,0.47,2008,1,0,14.95,69,3,1,1,1,0,0,0,1
Iron Man,Action,Sony PSP,0.46,2008,0,0,16.95,44,4,1,0,1,1,0,0,1
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,Action,Nintendo Wii,0.46,2008,1,0,16.95,47,2,1,0,0,0,0,0,0
WWE Smackdown! vs Raw 2009,Sports,Nintendo Wii,0.46,2008,1,0,16.95,79,2,1,0,0,0,0,0,1
De Blob,Action,Nintendo Wii,0.45,2008,0,0,16.95,82,2,4,0,0,0,0,0,0
Sonic Riders: Zero Gravity,Racing / Driving,Nintendo Wii,0.45,2008,1,0,16.95,56,2,4,0,0,0,0,0,1
Rhythm Heaven,Action,Nintendo DS,0.45,2008,0,0,24.95,83,4,1,0,0,1,0,0,0
Big Beach Sports,Sports,Nintendo Wii,0.44,2008,0,0,16.95,44,2,4,0,0,0,0,0,0
Tomb Raider: Underworld,Action,PlayStation 3,0.44,2008,1,0,17.95,75,2,1,0,0,0,0,0,1
Advance Wars: Days of Ruin,Strategy,Nintendo DS,0.43,2008,1,0,17.95,86,4,4,1,0,1,0,0,0
LEGO Batman: The Videogame,Action,PlayStation 3,0.43,2008,0,0,17.95,75,2,2,0,1,0,0,0,1
Far Cry 2,Action,PlayStation 3,0.43,2008,1,0,19.95,85,2,1,1,0,0,0,0,1
Harvest Moon: Island of Happiness,"Simulation, Strategy",Nintendo DS,0.42,2008,1,0,24.95,65,4,1,0,0,1,0,0,0
Brothers in Arms: Hell's Highway,Action,PlayStation 3,0.42,2008,1,0,19.95,76,2,1,1,0,0,0,0,1
Sonic Unleashed,"Action, Adventure",PlayStation 3,0.42,2008,1,0,17.95,54,2,1,0,0,0,0,0,1
Pinball Hall of Fame: The Williams Collection,Simulation,Nintendo Wii,0.41,2008,0,0,17.95,82,2,1,0,1,0,0,0,1
Sonic Unleashed,"Action, Adventure",X360,0.41,2008,1,0,17.95,60,3,1,0,0,0,0,0,1
Samba de Amigo,Action,Nintendo Wii,0.4,2008,0,1,12.95,68,2,2,0,0,0,0,0,0
WWE Smackdown! vs Raw 2009,Sports,Sony PSP,0.4,2008,1,0,16.95,72,4,1,0,0,1,0,0,1
?kami,Action,Nintendo Wii,0.39,2008,0,1,17.95,90,2,1,0,0,0,0,0,1
LEGO Indiana Jones: The Original Adventures,Action,PlayStation 3,0.38,2008,0,0,17.95,77,2,2,0,1,0,0,0,1
CSI: Crime Scene Investigation - Hard Evidence,Adventure,Nintendo Wii,0.38,2008,1,0,17.95,49,2,1,0,1,0,0,0,1
MotorStorm: Pacific Rift,"Action, Racing / Driving, Sports",PlayStation 3,0.37,2008,1,0,29.95,82,2,4,1,0,0,0,0,0
Tiger Woods PGA Tour 09,Sports,X360,0.37,2008,1,0,19.95,84,3,4,1,1,0,0,0,1
SimCity Creator,Simulation,Nintendo Wii,0.37,2008,1,0,24.95,67,2,1,0,0,0,0,0,1
Tiger Woods PGA Tour 09,Sports,PlayStation 3,0.36,2008,1,0,19.95,82,2,4,1,1,0,0,0,1
Sid Meier's Civilization: Revolution,"Simulation, Strategy",Nintendo DS,0.36,2008,0,1,17.95,80,4,1,0,0,1,0,0,1
Pure,"Racing / Driving, Sports",PlayStation 3,0.36,2008,0,0,17.95,83,2,1,1,0,0,0,0,1
Turok,Action,PlayStation 3,0.36,2008,1,0,16.95,67,2,1,1,1,0,0,0,1
Crash: Mind over Mutant,Action,Nintendo Wii,0.36,2008,1,0,17.95,70,2,1,0,0,0,0,0,1
Spider-Man: Web of Shadows,Action,X360,0.36,2008,1,0,19.95,68,3,1,0,1,0,0,0,0
Frontlines: Fuel of War,Action,X360,0.35,2008,0,0,14.95,75,3,1,1,0,0,0,0,0
GRID,"Racing / Driving, Simulation, Sports",X360,0.35,2008,0,0,19.95,87,3,1,1,1,0,0,0,1
Too Human,"Action, Role-Playing (RPG)",X360,0.35,2008,0,0,14.95,65,3,1,1,0,0,0,0,0
Speed Racer: The Videogame,Racing / Driving,Nintendo Wii,0.34,2008,0,0,16.95,69,2,2,0,1,0,0,0,1
LEGO Indiana Jones: The Original Adventures,Action,Sony PSP,0.34,2008,0,0,17.95,76,4,1,0,1,1,0,0,1
SEGA Bass Fishing,Sports,Nintendo Wii,0.34,2008,0,1,17.95,59,2,1,0,0,0,0,0,0
The Chronicles of Narnia: Prince Caspian,"Action, Role-Playing (RPG)",Nintendo Wii,0.33,2008,1,0,16.95,63,2,2,0,1,0,0,0,1
Iron Man,Action,Nintendo DS,0.33,2008,0,0,14.95,56,4,1,0,0,1,0,0,1
The Sims 2: Apartment Pets,Simulation,Nintendo DS,0.33,2008,1,0,17.95,50,4,1,0,1,1,0,0,0
MLB 08: The Show,Sports,Sony PSP,0.33,2008,1,0,14.95,83,4,1,0,1,1,0,0,1
Iron Man,Action,PlayStation 3,0.33,2008,0,0,17.95,42,2,1,0,1,0,0,0,1
Madagascar: Escape 2 Africa,"Action, Adventure",Nintendo DS,0.32,2008,1,0,17.95,55,4,1,0,1,1,0,0,1
GRID,"Racing / Driving, Simulation, Sports",PlayStation 3,0.31,2008,0,0,24.95,87,2,1,1,1,0,0,0,1
NHL 09,Sports,PlayStation 3,0.31,2008,1,0,19.95,88,2,1,0,1,0,0,0,1
Banjo-Kazooie: Nuts & Bolts,"Action, Adventure, Racing / Driving, Sports",X360,0.31,2008,1,0,17.95,79,3,1,1,0,0,0,0,0
Hot Shots Golf: Out of Bounds,Sports,PlayStation 3,0.3,2008,1,0,34.95,81,2,4,1,0,0,0,0,0
Rune Factory 2: A Fantasy Harvest Moon,"Action, Role-Playing (RPG), Simulation",Nintendo DS,0.3,2008,1,0,17.95,79,4,1,0,0,1,0,0,0
SimCity Creator,Simulation,Nintendo DS,0.3,2008,0,1,17.95,69,4,1,0,0,1,0,0,1
Patapon,"Action, Strategy",Sony PSP,0.3,2008,0,0,17.95,86,4,1,0,0,1,0,0,0
Shaun White Snowboarding,Sports,PlayStation 3,0.3,2008,0,0,15.95,63,2,1,0,1,0,0,0,1
Iron Man,Action,Nintendo Wii,0.3,2008,0,0,17.95,44,2,1,0,1,0,0,0,1
Sega Superstars Tennis,Sports,Nintendo DS,0.29,2008,0,0,14.95,65,4,1,0,0,1,0,0,1
Lost Planet: Extreme Condition,Action,PlayStation 3,0.29,2008,0,0,16.95,67,2,1,1,0,0,0,0,1
Mirror's Edge,Action,PlayStation 3,0.29,2008,0,0,14.95,79,2,1,0,0,0,0,0,1
The Incredible Hulk,Action,Nintendo Wii,0.29,2008,0,0,16.95,46,2,1,0,0,0,0,0,1
Condemned 2: Bloodshot,"Action, Adventure",X360,0.29,2008,1,0,14.95,80,3,1,1,0,0,0,0,1
Buzz!: Quiz TV,Simulation,PlayStation 3,0.28,2008,1,0,14.95,80,2,8,1,0,0,1,0,0
Sega Superstars Tennis,Sports,Nintendo Wii,0.28,2008,0,0,12.95,71,2,4,0,0,0,0,0,1
You're in the Movies,Action,X360,0.28,2008,0,0,16.95,55,3,4,0,0,0,1,0,0
Speed Racer: The Videogame,Racing / Driving,Nintendo DS,0.28,2008,0,0,17.95,75,4,1,0,1,1,0,0,1
Viva Pi§ata: Pocket Paradise,"Simulation, Strategy",Nintendo DS,0.28,2008,1,0,17.95,82,4,1,0,0,1,0,0,0
Tom Clancy's EndWar,Strategy,PlayStation 3,0.28,2008,0,0,17.95,76,2,1,1,1,0,0,0,1
Iron Man,Action,X360,0.28,2008,0,0,17.95,45,3,1,0,1,0,0,0,1
Need for Speed: Undercover,Racing / Driving,Nintendo Wii,0.27,2008,1,0,27.95,54,2,4,0,1,0,0,0,0
Scene It? Box Office Smash!,Simulation,X360,0.27,2008,1,0,16.95,76,3,4,1,1,0,0,0,0
Wall-E,Action,X360,0.27,2008,0,0,14.95,50,3,4,0,1,0,0,0,1
Spectrobes: Beyond the Portals,"Action, Role-Playing (RPG)",Nintendo DS,0.27,2008,1,0,11.95,70,4,1,0,0,1,0,0,0
MX vs. ATV Untamed,Educational,Sony PSP,0.27,2008,1,0,16.95,59,4,1,0,1,1,0,0,1
Mercenaries 2: World in Flames,Action,PlayStation 3,0.27,2008,1,0,15.95,72,2,1,1,0,0,0,0,1
Infinite Undiscovery,"Action, Role-Playing (RPG)",X360,0.27,2008,0,0,17.95,68,3,1,0,0,0,0,0,0
TNA iMPACT!,Sports,X360,0.26,2008,1,0,14.95,62,3,4,1,1,0,0,0,0
Enemy Territory: Quake Wars,Action,X360,0.26,2008,0,0,14.95,69,3,1,1,0,0,0,0,1
SingStar Vol.2,Action,PlayStation 3,0.25,2008,1,0,14.95,76,2,6,0,1,0,0,0,0
Fire Emblem: Shadow Dragon,"Role-Playing (RPG), Strategy",Nintendo DS,0.25,2008,1,0,19.95,81,4,1,0,0,1,0,0,0
Neopets Puzzle Adventure,"Adventure, Role-Playing (RPG), Strategy",Nintendo DS,0.25,2008,0,0,17.95,70,4,1,0,1,1,0,0,1
Tales of Vesperia,"Adventure, Role-Playing (RPG)",X360,0.25,2008,1,0,27.95,79,3,1,0,0,0,0,0,0
SingStar ABBA,Action,PlayStation 3,0.24,2008,1,0,17.95,70,2,8,0,1,0,0,0,1
Dragon Ball Z: Burst Limit,Action,X360,0.24,2008,1,0,17.95,72,3,2,1,1,0,0,0,1
Apollo Justice: Ace Attorney,"Adventure, Simulation",Nintendo DS,0.24,2008,1,0,24.95,78,4,1,0,0,1,0,0,0
Cake Mania 2: Jill's Next Adventure!,Action,Nintendo DS,0.24,2008,1,0,17.95,57,4,1,0,0,1,0,0,0
Castlevania: Order of Ecclesia,"Action, Adventure, Role-Playing (RPG)",Nintendo DS,0.24,2008,1,0,24.95,85,4,1,1,0,1,0,0,0
Mega Man Star Force 2: Zerker X Ninja,"Action, Role-Playing (RPG)",Nintendo DS,0.24,2008,1,0,17.95,55,4,1,0,0,1,0,0,0
Mega Man Star Force 2: Zerker X Saurian,"Action, Role-Playing (RPG)",Nintendo DS,0.24,2008,1,0,16.95,55,4,1,0,0,1,0,0,0
Enemy Territory: Quake Wars,Action,PlayStation 3,0.24,2008,0,0,16.95,60,2,1,1,0,0,0,0,1
Namco Museum: Virtual Arcade,"Action, Racing / Driving",X360,0.24,2008,0,1,17.95,63,3,1,1,0,0,0,0,0
NASCAR 09,"Racing / Driving, Sports",X360,0.24,2008,1,0,19.95,69,3,1,1,1,0,0,0,1
Turning Point: Fall of Liberty,Action,X360,0.24,2008,0,0,7.95,43,3,1,1,0,0,0,0,1
Summer Athletics 2009,Sports,Nintendo Wii,0.23,2008,1,0,19.95,56,2,4,0,0,0,0,0,0
FIFA Soccer 09,Sports,Sony PSP,0.23,2008,1,0,17.95,84,4,2,0,1,1,0,0,1
Unreal Tournament III,Action,X360,0.23,2008,1,0,14.95,82,3,2,1,0,0,0,0,1
Nancy Drew: The Mystery of the Clue Bender Society,"Adventure, Racing / Driving",Nintendo DS,0.23,2008,1,0,15.95,46,4,1,0,1,1,0,0,0
Shaun White Snowboarding,"Racing / Driving, Sports",Nintendo DS,0.23,2008,0,0,16.95,63,4,1,0,1,1,0,0,1
Dark Sector,Action,PlayStation 3,0.23,2008,0,0,14.95,72,2,1,1,0,0,0,0,1
The Last Remnant,Role-Playing (RPG),X360,0.23,2008,0,0,14.95,66,3,1,0,0,0,0,0,0
Dragon Ball Z: Burst Limit,Action,PlayStation 3,0.22,2008,1,0,19.95,71,2,2,1,1,0,0,0,1
NASCAR 09,"Racing / Driving, Sports",PlayStation 3,0.22,2008,1,0,22.95,65,2,1,1,1,0,0,0,1
Turning Point: Fall of Liberty,Action,PlayStation 3,0.22,2008,0,0,7.95,42,2,1,1,0,0,0,0,1
Boogie SuperStar,Action,Nintendo Wii,0.22,2008,1,0,26.95,67,2,1,0,0,0,0,0,0
MX vs. ATV Untamed,Racing / Driving,Nintendo Wii,0.22,2008,1,0,24.95,70,2,1,0,1,0,0,0,1
Crash: Mind over Mutant,Action,X360,0.22,2008,1,0,24.95,60,3,1,0,0,0,0,0,1
The Incredible Hulk,Action,X360,0.22,2008,0,0,17.95,55,3,1,0,0,0,0,0,1
Silent Hill: Homecoming,Action,X360,0.22,2008,1,0,17.95,70,3,1,0,0,0,0,0,1
TNA iMPACT!,Sports,PlayStation 3,0.21,2008,0,0,12.95,64,2,4,1,1,0,0,0,1
The Incredible Hulk,Action,PlayStation 3,0.21,2008,0,0,16.95,55,2,1,0,0,0,0,0,0
Kung Fu Panda,Action,PlayStation 3,0.21,2008,0,0,19.95,76,2,1,0,1,0,0,0,1
Dark Sector,Action,X360,0.21,2008,0,0,13.95,72,3,1,1,0,0,0,0,1
Tales of Symphonia: Dawn of the New World,Role-Playing (RPG),Nintendo Wii,0.2,2008,1,0,24.95,68,2,4,0,0,0,0,0,0
Valkyrie Profile: Covenant of the Plume,"Role-Playing (RPG), Strategy",Nintendo DS,0.2,2008,1,0,24.95,74,4,1,0,0,1,0,0,0
Spider-Man: Web of Shadows,Action,PlayStation 3,0.2,2008,1,0,24.95,67,2,1,0,1,0,0,0,0
TV Show King,Strategy,Nintendo Wii,0.19,2008,0,0,17.95,65,2,4,0,0,0,0,0,0
AC/DC Live: Rock Band - Track Pack,"Action, Simulation",X360,0.19,2008,2,0,14.95,63,3,4,0,0,0,0,0,1
The Chronicles of Narnia: Prince Caspian,Role-Playing (RPG),Nintendo DS,0.19,2008,1,0,10.95,54,4,1,0,1,1,0,0,1
Hot Shots Golf: Open Tee 2,Sports,Sony PSP,0.19,2008,1,0,14.95,82,4,1,0,0,1,0,0,0
AC/DC Live: Rock Band - Track Pack,"Action, Simulation",PlayStation 3,0.19,2008,2,0,14.95,60,2,1,0,0,0,0,0,1
Harvest Moon: Magical Melody,"Role-Playing (RPG), Simulation",Nintendo Wii,0.18,2008,1,0,23.95,69,2,4,0,0,0,0,0,0
We Love Golf!,"Action, Sports",Nintendo Wii,0.18,2008,0,0,16.95,75,2,4,1,0,0,0,0,0
Dynasty Warriors 6,"Action, Strategy",PlayStation 3,0.18,2008,1,0,24.95,59,2,2,0,0,0,0,0,1
Six Flags Fun Park,"Adventure, Racing / Driving, Sports",Nintendo DS,0.18,2008,0,0,19.95,34,4,1,0,0,1,0,0,0
Order Up!,"Action, Simulation",Nintendo Wii,0.18,2008,0,0,17.95,76,2,1,0,0,0,0,0,0
NBA Ballers: Chosen One,Sports,X360,0.17,2008,1,0,9.95,55,3,4,1,1,0,0,0,1
Age of Empires: Mythologies,Strategy,Nintendo DS,0.17,2008,1,0,17.95,78,4,1,0,0,1,0,0,0
LocoRoco 2,"Action, Strategy",Sony PSP,0.17,2008,1,0,11.95,85,4,1,1,0,1,0,0,0
Star Ocean: First Departure,"Action, Role-Playing (RPG)",Sony PSP,0.17,2008,0,1,17.95,74,4,1,0,0,1,0,0,0
Lost: Via Domus,"Action, Adventure",PlayStation 3,0.17,2008,0,0,16.95,54,2,1,0,1,0,0,0,1
Tetris Party,Strategy,Nintendo Wii,0.16,2008,1,0,24.95,75,2,4,1,0,0,0,0,0
Bully: Scholarship Edition,"Action, Adventure",Nintendo Wii,0.16,2008,0,1,17.95,83,2,2,0,0,0,0,0,1
The Spiderwick Chronicles,"Action, Adventure",Nintendo Wii,0.16,2008,0,0,16.95,62,2,2,0,1,0,0,0,1
Dynasty Warriors 6,"Action, Strategy",X360,0.16,2008,1,0,24.95,60,3,2,0,0,0,0,0,1
Facebreaker,Sports,X360,0.16,2008,0,0,12.95,54,3,2,1,0,0,0,0,1
Ninja Gaiden: Dragon Sword,Action,Nintendo DS,0.16,2008,1,0,12.95,83,4,1,0,0,1,0,0,0
