CASEID,MARCOHAB,MB2,MSCALCA,ST1U,RSEX1,CSEX1,RSEX2,CSEX2,INCNEED1,INCNEED2,INCCHNG,RINCHNG,M484,ETHRACE,M2BP01,RELKID,NUMKID2,EDUCAT,MEDUCAT,FEDUCAT,MANEDUC,FEMEDUC,MUCOMPED,CUCOMPED,FHURT,FHURT2,MISSVIC1,MISSVIC2,FEMVICW1,FEMVICW2,SERVIO1,SERVIO2,MBL5YR1,MBL5YR2,MN1,CHNGDIS,DEBTSW1,DEBTSW2,RDEBTSW1,RDEBTSW2,DEBTLOAD,DEBTCHG,MFINSAT,FFINSAT,MFINWORR,FFINWORR,MJOBSPEL,RMJOBSPE,MJOBSTRN,E209A,E209B,E210A,E210B,S160A,S160B,S161A,S161B,MT211,MT212,MT213,MT214,CT211,CT212,CT213,CT214,MANDRINK,WOMDRINK,MDRKDAY,WDRKDAY,MNUMDRK,WNUMDRK,M5ADAY,W5ADAY,PMDRINK,PWDRINK,MPDRKDAY,WPDRKDAY,MPNUMDRK,WPNUMDRK,MP5ADAY,WP5ADAY,MRDRINK,WRDRINK,MDAYS,WDAYS,MAVEDRK,WAVEDRK,MALE5S,FEMALE5S,E208,S159,DRINKPRB,MDRINK1,WDRINK1,BDRINK1,ZSNGPNT1,ZPNWTE1,ZUNEMP1,ZPUBAS1,ZPOV1,CONDIS1,CNDIS110,ZSNGPNT2,ZPNWTE2,ZUNEMP2,ZPUBAS2,ZPOV2,CONDIS2,DISADV1,CNDIS210,DISADV2,TRAJECT,SUBSTRN,INCNDW1R,INCNDW2R,HHINCW2,HHINCW1,CNDIS13,CNDIS23,RSUBSTRN,DESIST,INITIATE,FAC1_1
 1199, 1,99,99,12,2,8,8,8,  1.91984, -1.00000, 999.99999,99, 1,1,28, 3,99,11,999, 11,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.6560,9.9999,99,9,2,0,1,0,-2,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,9,9,9,9,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999,99,99,999,999,999,999,999,999, 2, 9,9,9,9,9, 0.54152,-0.34615,-0.22163,-0.22862,-0.05542,-0.0621, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 3,99,9,2,2,9,9,9,9, 9.99999
 1208, 1, 1, 9, 1,1,2,1,2,  5.38441,  3.48419,  -1.90021,-1, 2,2,55, 0, 0,14, 14,999, 13,  8, 13,  8,0,0, 0, 0,0,0, 0, 0,0.3786,0.4776, 2,0,1,0,0,0,-1,-1, 5, 6, 3, 5, 0,0,-1,6,6,6,6,6,6,6,6, 1,  1,  1,  0, 2, 99, 99, 99, 1,99,  1,999,  1,999,  0,999,99, 0,999, 99,999, 99,999, 99, 1, 0,  1,  0,  1,  0,  0,  0, 2, 2,0,0,0,0,-0.60494,-0.35744,-0.56410, 0.38095, 0.32750,-0.1636, 6,-0.49738,-0.63974,-0.50542,-0.03925, 0.51599,-0.2332,0, 6,0,1,-0.6974, 5, 4,2,3,2,2,0,9,0,-0.49170
 1211, 1, 1, 9, 1,1,2,1,2,  9.20120,  7.13049,  -2.07071,-1, 2,2,54, 0, 0,16, 16,999, 16, 12, 16, 12,0,0, 0, 0,0,0, 0, 0,0.4277,0.4277, 3,0,0,2,0,1, 2, 1, 6, 5, 3, 3, 0,0, 5,6,6,6,6,6,6,6,6, 1,  2,  3,  0, 1,  3,  1,  0, 1,99,  2,999,  3,999,  0,999,99, 1,999,  3,999,  1,999,  0, 1, 1,  2,  3,  3,  1,  0,  0, 2, 2,0,0,0,0,-0.77843,-0.70158,-0.95360,-0.82100,-0.90789,-0.8325, 1,-0.73667,-0.62532,-0.89958,-0.77650,-0.85882,-0.7794,0, 1,0,1,-0.2825, 5, 5,3,3,1,1,0,9,0,-0.07026
 1216, 1, 3, 9, 3,2,1,2,8,  8.89090,  5.31541,  -3.57550,-1, 2,2,36, 1, 1,16,999, 16,999, 16, 16,999,0,9, 1,-1,1,9, 1,-1,0.5321,0.5321, 2,9,1,2,0,1, 1, 1,-1, 4,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 1, 12,  2,  0,99,999,999,999,99, 1,999, 12,999,  2,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1, 12, -1,  2, -1,  0, 2, 2,0,0,0,0,-0.83951,-0.60315,-0.97616,-0.72348,-0.61227,-0.7509, 2, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5, 5,3,3,1,9,9,9,9, 9.99999
 1224, 1, 1, 9, 1,2,1,2,1,  3.54956,  8.55356,   5.00400, 1, 2,2,35, 1, 2,18,999, 18, 16, 18, 18, 16,0,0, 0, 0,0,0, 0, 0,0.4712,0.4992, 1,0,2,1,1,0,-1,-1, 7, 7, 3, 4, 3,1, 7,6,6,6,6,6,6,6,6, 1, 25,  2,  0, 1, 26,  2,  4,99, 1,999, 25,999,  2,999,  0, 1,99, 26,999,  2,999,  4,999, 1, 1, 26, 25,  2,  2,  4,  0, 2, 2,0,0,0,0,-0.96485,-0.69493,-0.87916,-0.50662, 0.11791,-0.5855, 3,-0.39983,-0.63215,-0.15316,-0.39048,-0.69602,-0.4543,0, 4,0,1,-0.9552, 4, 5,3,2,1,2,0,9,0, 1.33746
 1229, 1, 1, 9, 1,1,2,1,2,  4.64831,  1.39553,  -3.25278,-1, 2,2,37, 0, 0,15, 15,999, 13, 12, 13, 12,0,0, 0, 0,0,0, 0, 0,0.4355,0.4165, 3,2,2,1,1,0,-1,-1, 2, 4, 2, 2, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1, 99, 99,  0, 0,99, 99,999, 99,999, 99,999,99, 1,999, 99,999, 99,999,  0, 0, 1,  0, 99,  0, 99,  0,  0, 2, 2,0,0,0,0, 3.36004, 3.17273, 1.69329, 3.40785, 3.38886, 3.0046,10,-0.06359, 0.82917, 0.08690, 0.06576, 0.10848, 0.2053,1, 8,1,1, 0.9383, 4, 3,2,2,3,3,1,9,0,-0.72542
 1237, 1, 1, 9, 1,2,1,2,1,  7.00117,  5.19610,  -1.80507,-1, 2,2,71, 0, 0,16,999, 16, 20, 16, 16, 20,0,0, 0, 0,0,0, 0, 0,0.4105,0.4105, 1,2,1,0,0,0,-1,-1, 6, 6, 3, 3, 0,0,-1,6,6,6,6,6,6,6,6, 1, 15,  1,  0, 1, 30,  1,  0,99, 1,999, 15,999,  1,999,  0, 1,99, 30,999,  1,999,  0,999, 1, 1, 30, 15,  1,  1,  0,  0, 2, 2,0,0,0,0, 0.89349, 1.08455, 0.92589, 0.66441, 0.35984, 0.7856, 9, 1.13742, 1.30513, 1.07279, 0.84890, 0.52403, 0.9777,1, 9,1,1,-0.4327, 5, 5,3,3,3,3,0,9,0, 0.84211
 1240, 1, 1, 9, 1,2,1,2,1,  6.46405,  8.01237,   1.54832, 1, 2,2,23, 1, 2,15,999, 15, 13, 14, 14, 13,0,0, 0, 0,0,0, 0, 0,0.5048,0.3942, 3,0,1,0,0,0,-1,-1, 7, 7, 2, 5, 0,0, 3,6,6,6,6,6,6,6,6, 1,  5,  3,  0, 2, 99, 99, 99,99, 1,999,  5,999,  3,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  5,  0,  3,  0,  0, 2, 2,0,0,0,0,-0.75105,-0.17781,-0.52492,-0.73304,-0.86814,-0.6110, 3, 0.61881,-0.17177,-0.35398,-0.20025,-0.31820,-0.0851,0, 7,0,1,-0.9491, 5, 5,3,3,1,2,0,9,0,-0.72542
 1253, 6, 5, 9,10,2,1,2,8,999.99999, -1.00000, 999.99999,99, 2,2,22, 0, 0,15,999, 15,999, 13, 13,999,0,9, 0,-1,0,9, 0,-1,0.7488,0.6342, 3,9,2,2,1,1, 0, 0,-1, 4,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 1,  1,  1,  0,99,999,999,999,99, 1,999,  1,999,  1,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  1, -1,  1, -1,  0, 2, 2,0,0,0,0,-0.81520, 0.53437,-0.15100,-0.72076,-0.06131,-0.2428, 6, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99,99,9,9,2,9,9,9,9, 9.99999
 1274, 1, 1, 9, 1,2,1,2,1, 13.76778, 10.13495,  -3.63283,-1, 2,2,29, 3, 4,16,999, 16, 12, 16, 16, 12,0,1, 0, 4,0,1, 0, 2,0.4175,0.3420, 2,0,2,0,1,0,-2,-1, 5, 6, 2, 5, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 0,99, 99,999, 99,999, 99,999, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0,-0.84175,-0.67942,-0.27837,-0.28254,-0.88480,-0.5934, 3,-0.62114,-0.50017,-0.14327,-0.74198,-0.89922,-0.5812,0, 3,0,3,-0.4790, 5, 5,3,3,1,1,0,9,1,-0.72542
 1279, 1, 1, 9, 1,2,1,2,1,  6.84978,  2.83947,  -4.01031,-1, 2,2,24, 0, 2,14,999, 14, 12, 14, 14, 12,0,0, 0, 0,0,0, 0, 0,0.5048,0.4383, 3,0,3,3,1,1, 0, 0, 4, 4, 3, 2, 0,0, 4,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1, 15,  2,  1,99, 0,999, 99,999, 99,999, 99, 1,99, 15,999,  2,999,  1,999, 1, 0, 15,  0,  2,  0,  1,  0, 2, 2,0,0,0,0,-0.75105,-0.17781,-0.52492,-0.73304,-0.86814,-0.6110, 3,-0.41901,-0.63937,-0.19926,-0.15346,-0.53362,-0.3889,0, 5,0,1, 0.3999, 5, 4,2,3,1,2,1,9,0, 0.46283
 1287, 1, 1, 9, 1,1,2,1,8,  5.53135,  0.00000,  -5.53135,-1, 2,2,46, 0, 0, 9,  9,999,  9,999,  9,999,8,9, 0,-1,0,9, 0,-1,0.7107,0.4694, 3,0,2,0,1,0,-2,-1,-1,-1,-1,-1, 0,0,-1,6,6,6,6,6,6,6,6, 9, 99, 99, 99,99,999,999,999, 9,99, 99,999, 99,999, 99,999,99,-1,999, -1,999, -1,999, -1, 9,99, 99, -1, 99, -1, 99, -1, 2, 2,0,0,0,0,-0.68587,-0.65361,-0.98745,-0.84658,-0.96492,-0.8277, 1,-0.41110,-0.60842,-0.49094,-0.05893,-0.39538,-0.3930,0, 5,0,9,99.9999, 5, 1,1,3,1,2,9,9,9, 9.99999
 1290, 1,99,99,12,1,2,8,8,  2.18934, -1.00000, 999.99999,99, 2,2,73, 0,99, 7,  7,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.3909,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,-1,999, -1,999, -1,999, -1,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.05530, 0.03808, 0.58471, 1.44409, 1.15294, 0.6329, 9, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 4,99,9,2,3,9,9,9,9, 9.99999
 1295, 1, 1, 9, 1,2,1,2,1,  4.58015,  5.32198,   0.74183, 1, 2,2,27, 0, 0,17,999, 17, 16, 16, 16, 16,0,0, 0, 0,0,0, 0, 0,0.7107,0.7107, 1,0,2,4,1,1, 2, 1, 5, 3, 3, 2, 0,0, 6,6,6,6,6,6,6,6,6, 1,  3,  1,  0, 1,  2,  1,  1,99, 1,999,  3,999,  1,999,  0, 1,99,  2,999,  1,999,  1,999, 1, 1,  2,  3,  1,  1,  1,  0, 2, 2,0,0,0,0,-0.68587,-0.65361,-0.98745,-0.84658,-0.96492,-0.8277, 1,-0.63291,-0.57348,-0.93510,-0.80450,-0.92103,-0.7734,0, 1,0,1, 0.3902, 4, 5,3,2,1,1,1,9,0,-0.32281
 1312, 1, 1, 9, 1,2,1,2,1,  6.09995,  3.79717,  -2.30278,-1, 2,2,68, 0, 0,12,999, 12, 12, 12, 12, 12,0,0, 0, 0,0,0, 0, 0,0.3856,0.3856, 1,2,0,0,0,0, 0, 0, 7, 5, 5, 3, 0,0, 8,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 9, 99, 99, 99,99, 0,999, 99,999, 99,999, 99, 9,99, 99,999, 99,999, 99,999, 9, 0, 99,  0, 99,  0, 99,  0, 2, 2,0,0,0,0, 0.67889, 0.40376, 0.63302, 1.20053, 1.36129, 0.8555, 9, 0.89688, 0.56933, 0.76545, 1.43555, 1.61642, 1.0567,1, 9,1,1,-0.8793, 5, 4,2,3,3,3,0,9,0, 9.99999
 1317, 1,99,99, 1,1,2,8,2,  4.23359,  8.40873,   4.17513, 1, 2,2,51, 3,99,12, 12,999,999, 16,999, 16,0,9, 0, 0,0,0, 0, 0,0.5704,9.9999,99,9,2,1,1,0,-1,-1,-1, 4,-1, 2,-1,9,-1,6,6,6,6,2,1,2,2,99,999,999,999, 1,  2,  1,  0,-1,99, -1,999, -1,999, -1,999,99, 1,999,  2,999,  1,999,  0,99, 1,999,999,999,999,999,999, 9, 1,1,1,0,0, 0.08257,-0.35244, 0.59924,-0.37749,-0.01805,-0.0132, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,1,99.9999, 4, 5,3,2,2,9,9,9,0, 9.99999
 1320, 1,99,99,12,1,8,8,8,999.99999, -1.00000, 999.99999,99, 2,2,63, 0,99, 9,  9,999,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.4175,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,9,9,9,9,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999,99,99,999,999,999,999,999,999, 2, 9,9,9,9,9,-0.84175,-0.67942,-0.27837,-0.28254,-0.88480,-0.5934, 3, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999,99,99,9,9,1,9,9,9,9, 9.99999
 1325, 6,99,99,12,1,8,8,8,  7.87253, -1.00000, 999.99999,99, 2,2,30, 1,99,12, 12,999,999,999,999,999,8,9, 0,-1,0,9, 0,-1,0.5048,9.9999,99,9,2,0,1,0,-2,-1,-1,-1,-1,-1,-1,9,-1,9,9,9,9,9,9,9,9,99,999,999,999,99,999,999,999,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999,99,99,999,999,999,999,999,999, 9, 9,9,9,9,9,-0.75105,-0.17781,-0.52492,-0.73304,-0.86814,-0.6110, 3, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 5,99,9,3,1,9,9,9,9, 9.99999
 1333, 1, 1, 9, 1,2,1,2,8,  2.91409,  1.32075,  -1.59333,-1, 2,2,68, 0, 0,15,999, 15,999, 13, 13,999,0,0, 0, 0,0,0, 0, 0,0.6066,0.4904, 2,1,0,0,0,0, 0, 0,-1, 5,-1, 5,-1,9,-1,6,6,6,6,6,6,6,6, 1,  5, 99,  0,99,999,999,999,99, 1,999,  5,999, 99,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  5, -1, 99, -1,  0, 2, 2,0,0,0,0, 0.44609,-0.52162, 1.00679,-0.50395, 0.68685, 0.2228, 8,-0.28173,-0.63976,-1.04820,-0.34828,-0.58547,-0.5807,1, 3,0,1,99.9999, 4, 3,2,2,3,1,9,9,0, 9.99999
 1338,10, 1, 9,13,2,8,2,1,  1.24583,  4.68334,   3.43751, 1, 2,2,22, 0, 0,16,999, 16, 14, 16, 16, 14,8,0, 0, 0,0,0, 0, 0,0.5990,0.3704, 2,9,1,2,0,1, 1, 1, 5, 5, 3, 3, 1,0, 4,6,6,6,6,9,9,9,9, 1,  5,  2,  2, 1, 15,  2,  2,99, 1,999,  5,999,  2,999,  2, 1,99, 15,999,  2,999,  2,999, 1, 1, 15,  5,  2,  2,  2,  2,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-1.16180,-0.50289,-1.22270,-0.74758,-0.98632,-0.9243,9, 1,0,1,-0.1226, 3, 4,2,2,9,1,0,9,0, 0.58573
 1346, 6, 1, 9, 5,1,2,1,2,999.99999,  1.55289, 999.99999,99, 2,2,50, 0, 3, 8,  8,999,  8, 13,  8, 13,0,0, 0, 0,0,0, 0, 0,0.4842,0.4829, 3,0,0,4,0,1, 4, 1, 4, 3, 2, 1, 1,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1,  3,  2,  0, 0,99, 99,999, 99,999, 99,999,99, 1,999,  3,999,  2,999,  0, 0, 1,  0,  3,  0,  2,  0,  0, 2, 2,0,0,0,0,-0.04764,-0.77251, 1.25237, 0.17931,-0.16272, 0.0898, 7,-0.18202,-0.66580, 0.05190,-0.09294,-0.60370,-0.2985,0, 5,0,1, 0.9809,99, 3,2,9,2,2,1,9,0,-0.72542
 1354, 1, 1, 9, 1,2,8,2,1,999.99999,  0.42453, 999.99999,99, 1,1,65, 0, 0,15,999, 15, 12, 13, 13, 12,8,0,-1, 0,9,0,-1, 0,0.4040,0.4040, 2,2,1,0,0,0,-1,-1, 4, 7, 3, 2, 0,0,-1,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 1,  1,  1,  0,99, 0,999, 99,999, 99,999, 99, 1,99,  1,999,  1,999,  0,999, 1, 0,  1,  0,  1,  0,  0,  0, 2, 9,9,9,9,9, 2.12308, 2.17508, 0.40708, 0.98481, 1.24679, 1.3874,10, 2.51569, 2.48379, 0.52834, 1.19951, 1.49152, 1.6438,1,10,1,9,-0.0507,99, 1,1,9,3,3,0,9,9,-0.49170
 1367,10, 1, 9,13,1,8,1,2,999.99999,  4.38572, 999.99999,99, 2,2,25, 0, 2,13, 13,999, 13, 13, 13, 13,8,0, 0, 0,0,0, 0, 0,0.3213,0.6040, 2,9,3,0,1,0,-3,-1, 3, 7, 3, 4, 0,0, 9,6,6,6,6,9,9,9,9, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99, 0.42156, 1.06528, 0.68353,-0.50687,-0.44628, 0.2434,9, 8,1,1,-0.3154,99, 4,2,9,9,3,0,9,0,-0.72542
 1370, 6, 5, 1, 9,2,1,2,1,  0.98928,  2.38828,   1.39900, 1, 2,2,28, 4, 4,12,999, 12, 12, 12, 12, 12,0,0, 4, 0,1,0, 2, 0,0.4842,0.3590, 3,0,1,2,0,1, 1, 1, 3, 4, 3, 3, 0,0, 6,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 1, 15,  2,  3,99, 0,999, 99,999, 99,999, 99, 1,99, 15,999,  2,999,  3,999, 1, 0, 15,  0,  2,  0,  3,  0, 2, 2,0,0,0,0,-0.04764,-0.77251, 1.25237, 0.17931,-0.16272, 0.0898, 7,-1.14200,-0.64951,-0.69832,-0.56784,-1.06540,-0.8246,0, 1,0,2, 0.3475, 2, 4,2,1,2,1,1,1,9, 0.70863
 1375, 1, 1, 9, 1,2,1,2,8,  4.41658,  4.44523,   0.02866, 0, 2,2,30, 0, 1,12,999, 12,999, 12, 12,999,0,0, 0, 0,0,0, 0, 0,0.5048,0.5048, 1,0,1,1,0,0, 0, 0,-1, 5,-1, 3,-1,9,-1,6,6,6,6,6,6,6,6, 1,  2,  3,  0,99,999,999,999,99, 1,999,  2,999,  3,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  2, -1,  3, -1,  0, 2, 2,0,0,0,0,-0.75105,-0.17781,-0.52492,-0.73304,-0.86814,-0.6110, 3,-0.70598,-0.05923,-0.44972,-0.68026,-0.81546,-0.5421,0, 3,0,1,99.9999, 4, 4,2,2,1,1,9,9,0, 9.99999
 1383, 6, 1, 9, 5,2,1,2,1,  4.10305,  4.16179,   0.05873, 0, 2,2,28, 0, 0,18,999, 18, 12, 18, 18, 12,0,0, 0, 0,0,0, 0, 0,0.4842,0.4646, 3,0,2,2,1,1, 0, 0, 6, 6, 5, 4, 1,0, 6,6,6,6,6,6,6,6,6, 1,  8,  2,  1, 1, 20,  2,  1,99, 1,999,  8,999,  2,999,  1, 1,99, 20,999,  2,999,  1,999, 1, 1, 20,  8,  2,  2,  1,  1, 2, 2,0,0,0,0,-0.04764,-0.77251, 1.25237, 0.17931,-0.16272, 0.0898, 7,-0.35587,-0.68635, 0.39908,-0.66004,-0.52819,-0.3663,0, 5,0,1,-1.0819, 4, 4,2,2,2,2,0,9,0, 0.69280
 1388, 1, 1, 9, 1,2,1,2,1,  2.94103,  3.35923,   0.41820, 1, 2,2,53, 1, 0,12,999, 12, 10, 12, 12, 10,0,0, 0, 0,0,0, 0, 0,0.6124,0.6124, 1,0,1,1,0,0, 0, 0, 4, 7, 4, 3, 1,0, 7,6,6,6,6,6,6,6,6, 1,  3,  2,  0, 2, 99, 99, 99,99, 1,999,  3,999,  2,999,  0, 0,99, 99,999, 99,999, 99,999, 0, 1,  0,  3,  0,  2,  0,  0, 2, 2,0,0,0,0,-0.44867,-0.47769,-0.65550,-0.75085,-0.70389,-0.6073, 3,-0.36703,-0.38335,-0.58675,-0.69974,-0.63629,-0.5346,0, 3,0,1,-0.4814, 4, 4,2,2,1,1,0,9,0,-0.72542
 1391, 1, 3, 9, 3,1,2,1,8,  0.59507, -1.00000, 999.99999,99, 2,2,36, 3, 0,12, 12,999, 12,999, 12,999,0,9, 1,-1,1,9, 1,-1,0.4842,0.3279, 3,9,1,0,0,0,-1,-1, 2,-1, 4,-1, 0,0,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999, 0,99, 99,999, 99,999, 99,999,99,-1,999, -1,999, -1,999, -1, 0,99,  0, -1,  0, -1,  0, -1, 2, 2,0,0,0,0,-0.04764,-0.77251, 1.25237, 0.17931,-0.16272, 0.0898, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,9,99.9999, 2,99,9,1,2,9,9,9,9, 9.99999
 1400, 1, 1, 9, 4,1,2,1,2,  3.01250,  3.09277,   0.08026, 0, 2,2,36, 4, 7,17, 17,999, 16,  2, 16,  2,0,0, 0, 3,0,1, 0, 2,0.3311,0.4435, 1,0,0,2,0,1, 2, 1, 4, 5, 1, 3, 0,0, 5,6,6,6,6,6,6,6,6, 2, 99, 99, 99, 2, 99, 99, 99, 0,99, 99,999, 99,999, 99,999,99, 0,999, 99,999, 99,999, 99, 0, 0,  0,  0,  0,  0,  0,  0, 2, 2,0,0,0,0, 0.02968,-0.49314, 0.15355,-0.28701,-0.59893,-0.2392, 6,-0.64159,-0.40106,-0.91809,-0.49513,-0.34729,-0.5606,0, 3,0,3, 0.4743, 4, 4,2,2,2,1,1,9,1,-0.72542
 1405, 1,99,99, 1,2,1,8,1,  2.20444,  5.24595,   3.04151, 1, 2,2,83, 0,99,15,999, 15,  8,999,999,  8,0,9, 0, 0,0,0, 0, 0,0.5153,9.9999,99,9,0,0,0,0, 0, 0, 5,-1, 3,-1, 0,0,-1,6,6,6,6,6,6,6,6,99,999,999,999, 2, 99, 99, 99,99,-1,999, -1,999, -1,999, -1, 0,99, 99,999, 99,999, 99,999, 0,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 0.25676,-0.73922, 0.33769, 0.51995,-0.14278, 0.0465, 7, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,0,99,9,1,99.9999, 4, 5,3,2,2,9,9,9,0, 9.99999
 1418, 1, 1, 9, 1,2,1,2,8, 13.72193,  9.73433,  -3.98761,-1, 1,1,33, 1, 2,19,999, 19,999, 18, 18,999,0,0, 0, 0,0,0, 0, 0,0.5048,0.5048, 1,0,1,1,0,0, 0, 0,-1, 6,-1, 5,-1,9,-1,6,6,6,6,6,6,6,6, 2, 99, 99, 99,99,999,999,999,99, 0,999, 99,999, 99,999, 99,-1,99, -1,999, -1,999, -1,999,99, 0, -1,  0, -1,  0, -1,  0, 2, 2,0,0,0,0,-0.75105,-0.17781,-0.52492,-0.73304,-0.86814,-0.6110, 3,-0.70598,-0.05923,-0.44972,-0.68026,-0.81546,-0.5421,0, 3,0,1,99.9999, 5, 5,3,3,1,1,9,9,0, 9.99999
 1421, 1,99,99,12,2,1,8,8,999.99999, -1.00000, 999.99999,99, 1,1,71, 0,99,14,999, 14,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.3741,9.9999,99,9,2,0,1,0,-2,-1,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0, 4.43265, 3.24177, 2.22122, 4.35929, 4.09594, 3.6702,10, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999,99,99,9,9,3,9,9,9,9, 9.99999
 1434, 1,99,99,12,2,1,8,8,  1.20200, -1.00000, 999.99999,99, 2,2,55, 1,99,12,999, 12,999,999,999,999,0,9, 0,-1,0,9, 0,-1,0.2810,9.9999,99,9,0,0,0,0, 0, 0,-1,-1,-1,-1,-1,9,-1,6,6,6,6,6,6,6,6,99,999,999,999,99,999,999,999,99,-1,999, -1,999, -1,999, -1,-1,99, -1,999, -1,999, -1,999,99,99,999,999,999,999,999,999, 2, 2,0,0,0,0,-0.60007, 0.84296, 1.08560, 0.62518, 0.88675, 0.5681, 9, 9.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,1,99,9,9,99.9999, 3,99,9,2,3,9,9,9,9, 9.99999
 1439, 1, 1, 9, 1,2,8,2,8,  0.31186, 19.69133,  19.37946, 1, 2,2,51, 1, 0,12,999, 12,999, 12, 12,999,8,0,-1, 0,9,0,-1, 0,0.4857,0.4857, 1,0,2,0,1,0,-2,-1,-1, 7,-1, 4,-1,9,-1,6,6,6,6,9,9,9,9, 1, 20,  1,  0,99,999,999,999,99, 1,999, 20,999,  1,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1, 20, -1,  1, -1,  0, 7, 9,9,9,9,9,-0.98593,-0.29070,-0.83278,-0.89132,-1.04480,-0.8091, 1,-0.96926,-0.18124,-0.77278,-0.85345,-1.00810,-0.7570,0, 1,0,9,99.9999, 1, 5,3,1,1,1,9,9,9, 9.99999
 1450,10, 1, 9,13,2,8,2,8,  2.72855, 11.06880,   8.34025, 1, 2,2,25, 0, 1,18,999, 18,999, 18, 18,999,8,0, 0, 0,0,0, 0, 0,0.5990,0.5544, 3,9,2,0,1,0,-2,-1,-1, 4,-1, 4,-1,9,-1,6,6,6,6,9,9,9,9, 1,  5,  1,  0,99,999,999,999,99, 1,999,  5,999,  1,999,  0,-1,99, -1,999, -1,999, -1,999,99, 1, -1,  5, -1,  1, -1,  0,99,99,8,8,8,8,99.99999, 9.99999, 9.99999, 9.99999, 9.99999, 9.9999,99,-0.96659,-0.56503,-1.19420,-0.89588,-0.90546,-0.9054,9, 1,0,1,99.9999, 4, 5,3,2,9,1,9,9,0, 9.99999
