Publisher,Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
"AQ Interactive, Inc., Majesco Entertainment Company",Away: Shuffle Dungeon,"Action, Role-Playing (RPG)",Nintendo DS,0.01,2008,0,0,14.95,65,4,1,0,0,1,0,0,0
Oxygen Interactive Software Ltd.,PDC World Championship Darts,"Simulation, Sports",Sony PSP,0.01,2008,0,0,9.95,43,4,1,0,1,1,0,0,0
"XS Games, LLC",Rebel Raiders: Operation Nighthawk,Action,Nintendo Wii,0.01,2008,0,0,24.95,40,2,1,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc.",Wii Sports Resort,"Action, Sports",Nintendo Wii,13.87,2009,1,0,39.95,80,3,4,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc.",New Super Mario Bros. Wii,Action,Nintendo Wii,11.35,2009,1,0,39.95,87,3,4,0,0,0,0,0,1
"Nintendo of America Inc., Nintendo of Europe GmbH",Wii Fit Plus,"Educational, Sports",Nintendo Wii,9.06,2009,1,0,17.95,80,3,1,0,0,0,0,0,0
"Activision Publishing, Inc., Activision (UK) Limited",Call of Duty: Modern Warfare 2,Action,X360,8.61,2009,1,0,47.95,94,4,4,1,0,0,0,0,1
"Activision Publishing, Inc.",Call of Duty: Modern Warfare 2,Action,PlayStation 3,4.95,2009,1,0,49.95,94,3,4,1,0,0,0,0,1
Microsoft Games Studios,Halo 3: ODST,"Action, Racing / Driving",X360,4.36,2009,1,0,32.95,83,4,4,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc.",PokÇmon HeartGold,Role-Playing (RPG),Nintendo DS,3.72,2009,1,1,32.95,87,5,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc.",PokÇmon SoulSilver,Role-Playing (RPG),Nintendo DS,3.72,2009,1,1,34.95,87,5,1,0,0,1,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Assassin's Creed II,Action,X360,2.81,2009,1,0,29.95,90,4,1,0,0,0,0,0,1
Microsoft Games Studios,Forza Motorsport 3,"Racing / Driving, Simulation",X360,2.79,2009,1,0,39.95,92,4,2,1,0,0,0,0,0
"Sony Computer Entertainment America, Inc., SCEE",Uncharted 2: Among Thieves,"Action, Adventure",PlayStation 3,2.47,2009,1,0,44.95,96,3,1,1,0,0,0,0,0
Valve Corporation,Left 4 Dead 2,Action,X360,2.41,2009,1,0,27.95,89,4,1,1,0,0,0,0,0
Ubisoft Entertainment SA,Assassin's Creed II,Action,PlayStation 3,2.18,2009,1,0,29.95,91,3,1,0,0,0,0,0,1
"Electronic Arts, Inc.",EA SPORTS Active,"Educational, Sports",Nintendo Wii,2.16,2009,0,0,39.95,81,3,2,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Mario & Luigi: Bowser's Inside Story,"Action, Role-Playing (RPG)",Nintendo DS,2.03,2009,1,0,29.95,90,5,1,0,0,1,0,0,0
"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Resident Evil 5,Action,X360,1.89,2009,1,0,22.95,85,4,2,1,0,0,0,0,1
"Sony Computer Entertainment America, Inc.",God of War Collection,"Action, Adventure",PlayStation 3,1.86,2009,0,1,27.95,91,3,1,0,0,0,0,0,0
2K Games,Borderlands,"Action, Role-Playing (RPG)",X360,1.82,2009,0,0,34.95,84,4,2,1,0,0,0,0,1
"Capcom Co., Ltd.",Resident Evil 5,Action,PlayStation 3,1.62,2009,1,0,24.95,86,3,2,1,0,0,0,0,1
"Electronic Arts, Inc.",Dragon Age: Origins,Role-Playing (RPG),X360,1.58,2009,0,0,37.95,86,4,1,0,0,0,0,0,0
THQ Inc.,UFC 2009 Undisputed,Sports,X360,1.5,2009,1,0,19.95,83,4,2,1,1,0,0,0,1
"Eidos, Inc., Eidos Interactive Ltd.",Batman: Arkham Asylum,Action,PlayStation 3,1.46,2009,0,0,32.95,91,3,1,0,1,0,0,0,1
"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Final Fantasy XIII,Role-Playing (RPG),PlayStation 3,1.44,2009,1,0,44.95,83,3,1,0,0,0,0,0,1
Warner Bros. Interactive Entertainment Inc.,Scribblenauts,"Action, Strategy",Nintendo DS,1.38,2009,0,0,24.95,79,5,1,0,0,1,0,0,0
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Killzone 2,Action,PlayStation 3,1.38,2009,1,0,22.95,91,3,1,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",The Legend of Zelda: Spirit Tracks,Action,Nintendo DS,1.29,2009,1,0,24.95,87,5,1,0,0,1,0,0,0
"Eidos, Inc., Warner Bros. Interactive Entertainment Inc.",Batman: Arkham Asylum,Action,X360,1.26,2009,0,0,29.95,92,4,1,0,1,0,0,0,1
"Sony Computer Entertainment America, Inc., SCEE",inFAMOUS,Action,PlayStation 3,1.24,2009,0,0,24.95,85,3,1,0,0,0,0,0,0
Microsoft Games Studios,Halo Wars,Strategy,X360,1.24,2009,1,0,17.95,82,4,1,1,0,0,0,0,0
"Capcom Entertainment, Inc.",Street Fighter IV,Action,PlayStation 3,1.09,2009,1,0,22.95,94,3,2,1,0,0,0,0,1
"Capcom Entertainment, Inc.",Street Fighter IV,Action,X360,1.07,2009,1,0,24.95,93,4,2,1,0,0,0,0,1
THQ Inc.,UFC 2009 Undisputed,Sports,PlayStation 3,1.06,2009,1,0,22.95,85,3,2,1,1,0,0,0,1
MTV Games,The Beatles: Rock Band,"Action, Simulation",X360,0.95,2009,1,0,24.95,89,4,6,1,1,0,0,0,1
"SEGA of America, Inc.",Sonic's Ultimate Genesis Collection,"Action, Adventure, Role-Playing (RPG)",PlayStation 3,0.95,2009,0,1,17.95,80,3,2,0,0,0,0,0,1
"Electronic Arts, Inc.",Fight Night Round 4,Sports,X360,0.94,2009,1,0,19.95,87,4,2,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Punch-Out!!,Sports,Nintendo Wii,0.93,2009,1,0,39.95,86,3,2,0,0,0,0,0,0
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero 5,"Action, Simulation",Nintendo Wii,0.91,2009,1,0,24.95,89,3,4,1,0,0,0,0,1
"Electronic Arts, Inc.",Fight Night Round 4,Sports,PlayStation 3,0.91,2009,1,0,24.95,88,3,2,1,0,0,0,0,1
Namco Bandai Games Europe SAS,Tekken 6,Action,PlayStation 3,0.91,2009,1,0,32.95,79,3,2,0,0,0,0,0,1
Sony Computer Entertainment Europe Ltd.,Ratchet & Clank: A Crack in Time (Collector's E...,"Action, Adventure",PlayStation 3,0.87,2009,1,0,32.95,87,3,2,0,0,0,0,0,0
2K Sports,NBA 2K10,"Simulation, Sports",X360,0.86,2009,1,0,29.95,82,4,4,1,1,0,0,0,1
"Electronic Arts, Inc.",Dragon Age: Origins,Role-Playing (RPG),PlayStation 3,0.85,2009,0,0,37.95,87,3,1,0,0,0,0,0,0
"Electronic Arts, Inc.",skate 2,Sports,X360,0.84,2009,1,0,17.95,84,4,4,1,0,0,0,0,1
2K Games,Borderlands,"Action, Role-Playing (RPG)",PlayStation 3,0.83,2009,0,0,34.95,83,3,2,1,0,0,0,0,1
"Activision Publishing, Inc.",Prototype,Action,X360,0.82,2009,0,0,24.95,78,4,1,0,0,0,0,0,1
Disney Interactive Studios,Toy Story Mania!,Action,Nintendo Wii,0.78,2009,0,0,29.95,49,3,1,0,1,0,0,0,0
2K Sports,NBA 2K10,"Simulation, Sports",PlayStation 3,0.77,2009,1,0,32.95,83,3,1,0,1,0,0,0,1
"Atlus U.S.A., Inc.",Demon's Souls,"Action, Role-Playing (RPG)",PlayStation 3,0.72,2009,0,0,32.95,90,3,1,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Professor Layton and the Diabolical Box,"Adventure, Educational, Strategy",Nintendo DS,0.7,2009,1,0,17.95,84,5,1,0,0,1,0,0,0
"LucasArts, TT Games Publishing Ltd",LEGO Indiana Jones 2: The Adventure Continues ,"Action, Adventure",Nintendo Wii,0.69,2009,1,0,17.95,72,3,2,0,1,0,0,0,1
"Electronic Arts, Inc.",Need for Speed: SHIFT,"Racing / Driving, Simulation",PlayStation 3,0.68,2009,1,0,29.95,84,3,1,1,1,0,0,0,1
SCEA,MLB 09: The Show,Sports,PlayStation 3,0.66,2009,1,0,19.95,90,3,1,0,1,0,0,0,1
"Activision Publishing, Inc.",Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",X360,0.65,2009,1,0,24.95,73,4,4,1,1,0,0,0,1
"Activision Publishing, Inc.",Prototype,Action,PlayStation 3,0.65,2009,0,0,24.95,79,3,1,0,0,0,0,0,1
"Electronic Arts, Inc.",Need for Speed: SHIFT,"Racing / Driving, Simulation",X360,0.64,2009,1,0,29.95,83,4,1,1,1,0,0,0,1
Warner Bros. Interactive Entertainment Inc.,Scooby-Doo! First Frights,Action,Nintendo Wii,0.61,2009,0,0,17.95,56,3,1,0,1,0,0,0,0
"Electronic Arts, Inc.",FIFA Soccer 10,Sports,X360,0.6,2009,1,0,44.95,90,4,4,1,1,0,0,0,1
"Electronic Arts, Inc.",FIFA Soccer 10,Sports,PlayStation 3,0.59,2009,1,0,49.95,91,3,7,1,1,0,0,0,1
"CyberFront Corporation, Rockstar Games, Inc.",Grand Theft Auto: Chinatown Wars ,"Action, Racing / Driving",Nintendo DS,0.58,2009,1,0,17.95,93,5,1,0,0,1,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero 5,"Action, Simulation",X360,0.57,2009,1,0,22.95,85,4,4,1,0,0,0,0,1
"Electronic Arts, Inc.",BrÅtal Legend,"Action, Strategy",X360,0.57,2009,0,0,17.95,82,4,1,1,0,0,0,0,1
THQ Inc.,WWE SmackDown vs. Raw 2010,Sports,X360,0.56,2009,1,0,29.95,80,4,4,1,0,0,0,0,1
"Nintendo of America Inc., PokÇmon Company, The",PokÇmon Mystery Dungeon: Explorers of Sky,Role-Playing (RPG),Nintendo DS,0.56,2009,1,0,24.95,52,5,1,0,0,1,0,0,0
Namco Bandai Games Europe SAS,Tekken 6,Action,X360,0.55,2009,1,0,29.95,80,4,2,1,0,0,0,0,1
THQ Inc.,Disney/Pixar Cars: Race-O-Rama,Racing / Driving,Nintendo Wii,0.54,2009,1,0,26.95,58,3,1,0,1,0,0,0,1
"SEGA of America, Inc.",Sonic's Ultimate Genesis Collection,"Action, Adventure, Role-Playing (RPG)",X360,0.53,2009,0,1,17.95,79,4,2,0,0,0,0,0,1
"Activision Publishing, Inc.",Band Hero,"Action, Simulation",Nintendo Wii,0.53,2009,1,0,29.95,79,3,1,0,0,0,0,0,1
"Atari, Inc.",Ghostbusters: The Video Game,Action,Nintendo Wii,0.52,2009,0,0,17.95,76,3,1,0,1,0,0,0,0
"Electronic Arts, Inc.",NHL 10 ,Sports,X360,0.52,2009,1,0,44.95,88,4,1,0,0,0,0,0,1
"Activision Blizzard Deutschland GmbH, Activision Publishing, Inc.",Guitar Hero: Metallica,"Action, Simulation",X360,0.5,2009,1,0,29.95,84,4,4,1,0,0,0,0,1
"Activision Publishing, Inc.",Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",PlayStation 3,0.49,2009,1,0,24.95,74,3,4,1,1,0,0,0,1
SCEE,LittleBigPlanet,Action,Sony PSP,0.49,2009,1,0,32.95,87,5,1,0,0,1,0,0,0
THQ Inc.,WWE SmackDown vs. Raw 2010,Sports,PlayStation 3,0.48,2009,1,0,32.95,81,3,6,0,0,0,0,0,1
"Capcom Co., Ltd.",Monster Hunter Tri,"Action, Role-Playing (RPG)",Nintendo Wii,0.48,2009,1,0,34.95,84,3,1,0,0,0,0,0,0
"Activision Publishing, Inc.",DJ Hero,Simulation,X360,0.47,2009,0,0,39.95,84,4,1,1,0,0,1,0,1
"Electronic Arts, Inc.",skate 2,Sports,PlayStation 3,0.46,2009,1,0,17.95,84,3,4,1,0,0,0,0,1
"Electronic Arts, Inc.",BrÅtal Legend,"Action, Strategy",PlayStation 3,0.46,2009,0,0,17.95,83,3,1,1,0,0,0,0,1
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Bayonetta,Action,X360,0.46,2009,0,0,39.95,90,4,1,0,0,0,0,0,1
"Electronic Arts, Inc.",The Godfather II,"Action, Strategy",X360,0.46,2009,1,0,16.95,65,4,1,1,1,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero 5,"Action, Simulation",PlayStation 3,0.45,2009,1,0,29.95,86,3,4,1,0,0,0,0,1
CE Europe Ltd.,Monster Hunter Freedom Unite,"Action, Role-Playing (RPG)",Sony PSP,0.45,2009,1,0,24.95,81,5,1,0,0,1,0,0,0
THQ Inc.,WWE SmackDown vs. Raw 2010,Sports,Nintendo Wii,0.45,2009,1,0,24.95,78,3,1,0,0,0,0,0,1
THQ Inc.,Red Faction: Guerrilla,"Action, Racing / Driving",X360,0.45,2009,1,0,16.95,85,4,1,1,0,0,0,0,1
SEGA Europe Ltd.,The House of the Dead: Overkill,Action,Nintendo Wii,0.44,2009,1,0,17.95,78,3,4,0,0,0,0,0,0
THQ Inc.,MX vs ATV Reflex,Racing / Driving,X360,0.44,2009,1,0,27.95,75,4,2,1,0,0,0,0,0
"Nintendo of America Inc., Nintendo of Europe GmbH",Metroid Prime Trilogy,Action,Nintendo Wii,0.43,2009,0,1,39.95,91,3,4,0,0,0,0,0,0
"Atari, Inc.",Ghostbusters: The Video Game,Action,X360,0.43,2009,0,0,17.95,79,4,1,1,1,0,0,0,1
"LucasArts, TT Games Publishing Ltd",LEGO Indiana Jones 2: The Adventure Continues ,"Action, Adventure",X360,0.42,2009,1,0,17.95,71,4,2,0,1,0,0,0,1
THQ Inc.,Drawn to Life: The Next Chapter,Action,Nintendo DS,0.42,2009,1,0,17.95,72,5,1,0,0,1,0,0,0
"Electronic Arts, Inc.",The Godfather II,"Action, Strategy",PlayStation 3,0.42,2009,1,0,17.95,67,3,1,0,1,0,0,0,1
THQ Inc.,MX vs ATV Reflex,Racing / Driving,PlayStation 3,0.42,2009,1,0,32.95,74,3,1,0,0,0,0,0,0
"Sony Computer Entertainment America, Inc.",Gran Turismo,"Racing / Driving, Simulation",Sony PSP,0.41,2009,1,0,17.95,74,5,1,0,0,1,0,0,0
"Electronic Arts, Inc.",NHL 10,Sports,PlayStation 3,0.4,2009,1,0,44.95,88,3,7,1,1,0,0,0,1
"Activision Blizzard Deutschland GmbH, Activision Publishing, Inc.",Guitar Hero: Metallica,"Action, Simulation",Nintendo Wii,0.4,2009,1,0,24.95,85,3,1,0,0,0,0,0,1
"Activision Publishing, Inc.",X-Men Origins: Wolverine (Uncaged Edition),Action,X360,0.4,2009,1,0,22.95,75,4,1,0,1,0,0,0,1
"SEGA Europe Ltd., SEGA of America, Inc.",MadWorld,Action,Nintendo Wii,0.39,2009,0,0,12.95,81,3,2,0,0,0,0,0,0
"Electronic Arts, Inc.",The Lord of the Rings: Conquest,Action,PlayStation 3,0.38,2009,1,0,17.95,54,3,1,0,1,0,0,0,1
"Activision Publishing, Inc.",DJ Hero,Simulation,Nintendo Wii,0.38,2009,0,0,49.95,87,3,1,0,0,0,1,0,1
Warner Bros. Interactive Entertainment Inc.,LEGO Rock Band,"Action, Simulation",Nintendo Wii,0.37,2009,1,0,26.95,70,3,4,0,1,0,0,0,1
LucasArts,Star Wars: The Clone Wars - Republic Heroes,"Action, Adventure",Nintendo Wii,0.37,2009,1,0,16.95,48,3,2,0,1,0,0,0,1
Ubisoft Entertainment SA,Assassin's Creed: Bloodlines,Action,Sony PSP,0.37,2009,1,0,22.95,63,5,1,0,0,1,0,0,0
SEGA Corporation,Bayonetta,Action,PlayStation 3,0.37,2009,0,0,39.95,87,3,1,0,0,0,0,0,1
"Electronic Arts, Inc.",The Lord of the Rings: Conquest,Action,X360,0.36,2009,1,0,17.95,55,4,4,1,1,0,0,0,1
Aksys Games,BlazBlue: Calamity Trigger ,Action,PlayStation 3,0.36,2009,0,0,23.95,87,3,2,1,0,0,0,0,0
"LucasArts, TT Games Publishing Ltd",LEGO Indiana Jones 2: The Adventure Continues ,"Action, Adventure",PlayStation 3,0.36,2009,1,0,17.95,70,3,2,0,1,0,0,0,0
"Capcom Entertainment, Inc.",Resident Evil: The Darkside Chronicles,Action,Nintendo Wii,0.36,2009,1,0,29.95,75,3,2,0,0,0,0,0,0
Electronic Arts Ltd.,Boom Blox Bash Party,"Action, Strategy",Nintendo Wii,0.34,2009,1,0,24.95,86,3,4,0,0,0,0,0,0
LucasArts,Indiana Jones and the Staff of Kings,Action,Nintendo Wii,0.33,2009,0,0,17.95,55,3,4,0,1,0,0,0,1
Activision (UK) Limited,DJ Hero,Simulation,PlayStation 3,0.33,2009,0,0,44.95,86,3,2,0,0,0,1,0,1
Ubisoft Entertainment SA,Call of Juarez: Bound in Blood,Action,PlayStation 3,0.33,2009,1,0,17.95,78,3,1,1,0,0,0,0,1
2K Sports,NHL 2K10,Sports,Nintendo Wii,0.33,2009,1,0,29.95,79,3,1,0,1,0,0,0,1
Namco Bandai Games Europe SAS,We Ski & Snowboard,"Action, Sports",Nintendo Wii,0.33,2009,1,0,24.95,66,3,1,0,0,0,0,0,0
"CyberFront Corporation, Warner Bros. Interactive Entertainment Inc.",F.E.A.R. 2: Project Origin,Action,X360,0.33,2009,1,0,16.95,77,4,1,1,0,0,0,0,1
Warner Bros. Interactive Entertainment Inc.,LEGO Rock Band,"Action, Simulation",X360,0.32,2009,1,0,24.95,71,4,4,0,1,0,0,0,1
"Atari, Inc.",Ghostbusters: The Video Game,Action,PlayStation 3,0.32,2009,0,0,17.95,78,3,1,1,1,0,0,0,1
Codemasters Software Inc.,DiRT 2,"Racing / Driving, Simulation, Sports",X360,0.32,2009,1,0,32.95,87,4,1,1,1,0,0,0,1
"Activision Publishing, Inc.",X-Men Origins: Wolverine (Uncaged Edition),Action,PlayStation 3,0.31,2009,0,0,29.95,73,3,1,0,1,0,0,0,0
THQ Inc.,Red Faction: Guerrilla,"Action, Racing / Driving",PlayStation 3,0.3,2009,1,0,17.95,85,3,1,1,0,0,0,0,1
Konami Digital Entertainment GmbH,Pro Evolution Soccer 2010,Sports,PlayStation 3,0.29,2009,1,0,27.95,78,3,7,1,0,0,0,0,0
"Ubisoft, Inc.",James Cameron's Avatar: The Game,"Action, Adventure, Strategy",PlayStation 3,0.29,2009,0,0,24.95,60,3,1,1,1,0,0,0,1
Ubisoft Entertainment SA,Call of Juarez: Bound in Blood,Action,X360,0.29,2009,1,0,17.95,77,4,1,1,0,0,0,0,1
"Activision Publishing, Inc.",Transformers: Revenge of the Fallen,Action,X360,0.29,2009,1,0,19.95,61,4,1,1,1,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero Smash Hits,"Action, Simulation",Nintendo Wii,0.28,2009,1,0,24.95,74,3,4,1,0,0,0,0,1
"Activision Publishing, Inc.",Band Hero,"Action, Simulation",X360,0.28,2009,1,0,27.95,76,4,4,1,0,0,0,0,1
"Electronic Arts, Inc.",Dead Space: Extraction,Action,Nintendo Wii,0.28,2009,1,0,24.95,82,3,2,0,0,0,0,0,0
505 Games S.R.L.,IL-2 Sturmovik: Birds of Prey,"Action, Simulation",PlayStation 3,0.28,2009,1,0,24.95,81,3,1,1,0,0,0,0,1
Sony Computer Entertainment Incorporated,White Knight Chronicles (EX Edition),Role-Playing (RPG),PlayStation 3,0.28,2009,0,0,39.95,64,3,1,0,0,0,0,0,0
"SEGA of America, Inc.",The Conduit,Action,Nintendo Wii,0.28,2009,0,0,22.95,69,3,1,0,0,0,0,0,0
"Electronic Arts, Inc.",Harry Potter and the Half-Blood Prince,Action,Nintendo Wii,0.28,2009,1,0,24.95,60,3,1,0,1,0,0,0,1
"Electronic Arts, Inc.",Spore Hero,"Action, Role-Playing (RPG), Simulation",Nintendo Wii,0.28,2009,1,0,19.95,61,3,1,0,0,0,0,0,0
"Activision Blizzard Deutschland GmbH, Activision Publishing, Inc.",Guitar Hero: Metallica,"Action, Simulation",PlayStation 3,0.27,2009,1,0,29.95,86,3,4,1,0,0,0,0,1
Codemasters Software Inc.,DiRT 2,"Racing / Driving, Simulation, Sports",PlayStation 3,0.27,2009,1,0,34.95,87,3,1,1,1,0,0,0,1
"CDV Software Entertainment USA, Inc.",Sacred 2: Fallen Angel,"Action, Role-Playing (RPG)",X360,0.26,2009,1,0,27.95,71,4,2,1,0,0,0,0,1
"Rockstar Games, Inc.",Grand Theft Auto: Chinatown Wars ,"Action, Racing / Driving",Sony PSP,0.25,2009,1,0,24.95,90,5,1,1,0,1,0,0,1
"Sony Computer Entertainment America, Inc.",Resistance: Retribution,Action,Sony PSP,0.25,2009,1,0,17.95,81,5,1,1,0,1,0,0,0
2K Sports,Major League Baseball 2K9,Sports,Nintendo Wii,0.25,2009,1,0,19.95,61,3,1,0,1,0,0,0,1
"Activision Publishing, Inc.",Marvel Ultimate Alliance 2,"Action, Role-Playing (RPG)",Nintendo Wii,0.24,2009,1,0,27.95,50,3,4,0,1,0,0,0,1
SCEA,MLB 09: The Show,Sports,Sony PSP,0.24,2009,1,0,17.95,78,5,1,0,1,1,0,0,0
"Activision Publishing, Inc.",Band Hero,"Action, Simulation",PlayStation 3,0.24,2009,1,0,32.95,76,3,1,0,0,0,0,0,1
"Electronic Arts, Inc.",The Saboteur,"Action, Racing / Driving",X360,0.24,2009,0,0,17.95,73,4,1,0,0,0,0,0,1
"Midway Home Entertainment, Inc., Ubisoft, Inc.",Wheelman,"Action, Racing / Driving",X360,0.24,2009,0,0,19.95,64,4,1,0,0,0,0,0,1
"PopCap Games, Inc.",Bookworm Deluxe,Strategy,Nintendo DS,0.23,2009,0,0,17.95,73,5,1,0,0,1,0,0,0
"Codemasters Software Company Limited, The",Operation Flashpoint: Dragon Rising,"Action, Simulation, Strategy",PlayStation 3,0.23,2009,1,0,29.95,76,3,1,0,0,0,0,0,0
"Activision Publishing, Inc.",Wolfenstein,Action,X360,0.23,2009,0,1,22.95,72,4,1,1,0,0,0,0,1
"Square Enix, Inc., Square Enix, Ltd.",Final Fantasy: Crystal Chronicles - Ring of Fates,"Action, Role-Playing (RPG)",Nintendo DS,0.22,2009,1,0,19.95,77,5,1,0,0,1,0,0,0
"Activision Blizzard Deutschland GmbH, Activision Publishing, Inc.",Monsters vs. Aliens,"Action, Adventure",Nintendo DS,0.22,2009,0,0,17.95,47,5,1,0,1,1,0,0,1
Bethesda Softworks LLC,WET,Action,PlayStation 3,0.22,2009,0,0,24.95,70,3,1,0,0,0,0,0,1
"D3Publisher of America, Inc.",Ben 10 Alien Force: Vilgax Attacks,"Action, Adventure",Nintendo Wii,0.22,2009,1,0,24.95,70,3,1,0,1,0,0,0,1
Bethesda Softworks LLC,WET,Action,X360,0.22,2009,0,0,27.95,69,4,1,0,0,0,0,0,1
Ubisoft Entertainment SA,Tom Clancy's H.A.W.X,Action,PlayStation 3,0.21,2009,0,0,24.95,74,3,1,1,1,0,0,0,0
"Konami Digital Entertainment, Inc.",Silent Hill: Shattered Memories,Adventure,Nintendo Wii,0.21,2009,1,0,39.95,79,3,1,0,0,0,0,0,1
"Activision Publishing, Inc.",Transformers: Revenge of the Fallen,"Action, Adventure",Nintendo Wii,0.21,2009,1,0,19.95,53,3,1,0,1,0,0,0,1
THQ Inc.,Up,Action,Nintendo Wii,0.2,2009,0,0,16.95,62,3,4,0,1,0,0,0,1
"CDV Software Entertainment USA, Inc., Deep Silver",Sacred 2: Fallen Angel,"Action, Role-Playing (RPG)",PlayStation 3,0.2,2009,1,0,24.95,70,3,2,1,0,0,0,0,1
Aksys Games,BlazBlue: Calamity Trigger (Limited Edition),Action,X360,0.2,2009,0,0,32.95,86,4,2,1,0,0,0,0,1
"Electronic Arts, Inc.",Harry Potter and the Half-Blood Prince,Action,Nintendo DS,0.2,2009,1,0,17.95,48,5,1,0,1,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Picross 3D,Strategy,Nintendo DS,0.2,2009,1,0,16.95,83,5,1,0,0,1,0,0,0
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero Smash Hits,"Action, Simulation",X360,0.19,2009,1,0,19.95,71,4,4,1,0,0,0,0,1
"Crave Entertainment, Inc.",Pinball Hall of Fame: The Williams Collection,Simulation,PlayStation 3,0.19,2009,0,0,17.95,82,3,1,0,1,0,0,0,0
"Activision Publishing, Inc.",Transformers: Revenge of the Fallen,Action,PlayStation 3,0.19,2009,1,0,19.95,63,3,1,1,1,0,0,0,1
"Activision Publishing, Inc.",Wolfenstein,Action,PlayStation 3,0.19,2009,0,1,24.95,71,3,1,1,0,0,0,0,1
"Ubisoft, Inc.",Shaun White Snowboarding: World Stage,Sports,Nintendo Wii,0.19,2009,1,0,19.95,72,3,1,0,1,0,0,0,0
"Atari, Inc.",Ghostbusters: The Video Game,"Action, Strategy",Nintendo DS,0.18,2009,0,0,17.95,55,5,1,0,0,1,0,0,1
"CyberFront Corporation, Warner Bros. Interactive Entertainment Inc.",F.E.A.R. 2: Project Origin,Action,PlayStation 3,0.18,2009,1,0,17.95,79,3,1,1,0,0,0,0,1
"Square Enix, Inc.",Final Fantasy: Crystal Chronicles - The Crystal...,"Action, Role-Playing (RPG)",Nintendo Wii,0.18,2009,1,0,29.95,66,3,1,0,0,0,0,0,0
"Capcom Co., Ltd., Capcom Entertainment, Inc., CE Europe Ltd.",Ace Attorney Investigations: Miles Edgeworth,"Adventure, Simulation",Nintendo DS,0.17,2009,1,0,24.95,78,5,1,0,0,1,0,0,0
Eidos Interactive Ltd.,Mini Ninjas,Action,Nintendo Wii,0.17,2009,0,0,17.95,79,3,1,0,0,0,0,0,1
505 Games S.R.L.,IL-2 Sturmovik: Birds of Prey,"Action, Simulation",X360,0.17,2009,1,0,24.95,80,4,1,1,0,0,0,0,1
"Spike Co., Ltd., Warner Bros. Interactive Entertainment Inc.",Wanted: Weapons of Fate,Action,X360,0.17,2009,0,0,12.95,62,4,1,0,1,0,0,0,1
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero Smash Hits,"Action, Simulation",PlayStation 3,0.16,2009,1,0,22.95,73,3,4,1,0,0,0,0,1
Warner Bros. Interactive Entertainment Inc.,LEGO Rock Band,"Action, Simulation",PlayStation 3,0.16,2009,1,0,22.95,75,3,4,0,1,0,0,0,1
Namco Bandai Games Inc.,Katamari Forever,Action,PlayStation 3,0.16,2009,1,0,39.95,74,3,2,0,0,0,0,0,0
"Electronic Arts, Inc.",G.I. Joe: The Rise of Cobra,Action,Nintendo Wii,0.16,2009,0,0,17.95,51,3,2,0,1,0,0,0,1
"SEGA of America, Inc.",Phantasy Star Portable,"Action, Role-Playing (RPG)",Sony PSP,0.16,2009,0,1,27.95,64,5,1,0,0,1,0,0,0
2K Sports,Major League Baseball 2K9,Sports,PlayStation 3,0.16,2009,1,0,14.95,61,3,1,0,1,0,0,0,1
Majesco Europe Ltd.,A Boy and his Blob,Action,Nintendo Wii,0.16,2009,0,1,24.95,80,3,1,0,0,0,0,0,0
Majesco Entertainment Company,Night at the Museum: Battle of the Smithsonian,"Action, Adventure",Nintendo Wii,0.16,2009,0,0,22.95,54,3,1,0,1,0,0,0,1
Eidos Interactive Ltd.,Battlestations: Pacific,Action,X360,0.16,2009,1,0,24.95,76,4,1,1,0,0,0,0,0
