Publisher,Title,Genre,Console,USSales,YearReleased,Sequel,ReRelease,Usedprice,Review Score,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Death Jr. II: Root of Evil,Action,Sony PSP,0.05,2006,1,0,14.95,68,2,2,1,0,1,0,0,1
THQ Inc.,Alex Rider: Stormbreaker,"Action, Adventure",Nintendo DS,0.05,2006,0,0,12.95,48,2,1,0,1,1,0,0,1
The Game Factory ApS,Cartoon Network Racing,Racing / Driving,Nintendo DS,0.05,2006,0,0,14.95,55,2,1,0,1,1,0,0,0
Majesco Entertainment Company,Guilty Gear: Dust Strikers,Action,Nintendo DS,0.05,2006,1,0,14.95,60,2,1,0,0,1,0,0,0
Namco Bandai Games America Inc.,Gunpey DS,Strategy,Nintendo DS,0.05,2006,0,0,12.95,70,2,1,0,0,1,0,0,0
"Destination Software, Inc., ZOO Digital Publishing Ltd",March of the Penguins,"Action, Educational, Strategy",Nintendo DS,0.05,2006,0,0,7.95,34,2,1,0,1,1,0,0,1
"Eidos, Inc., Eidos Interactive Ltd.",Lara Croft Tomb Raider: Legend,"Action, Racing / Driving",Nintendo DS,0.05,2006,1,0,17.95,58,2,1,0,0,1,0,0,1
THQ Inc.,Worms: Open Warfare,"Action, Strategy",Nintendo DS,0.05,2006,1,0,17.95,64,2,1,0,0,1,0,0,1
"Ignition Entertainment Ltd., Ignition Entertainment Ltd. USA, SCEI",Mercury Meltdown,Strategy,Sony PSP,0.05,2006,0,0,12.95,78,2,1,1,0,1,0,0,1
"Activision Publishing, Inc.",MTX Mototrax,"Racing / Driving, Sports",Sony PSP,0.05,2006,0,0,19.95,67,2,1,1,1,1,0,0,1
Namco Bandai Games America Inc.,Snoopy vs. the Red Baron,Action,Sony PSP,0.05,2006,0,0,17.95,76,2,1,0,1,1,0,0,1
SEGA Europe Ltd.,Super Monkey Ball Adventure,"Action, Racing / Driving",Sony PSP,0.05,2006,1,0,24.95,56,2,1,1,0,1,0,0,1
Konami Corporation,Ys VI: The Ark of Napishtim,"Action, Role-Playing (RPG)",Sony PSP,0.05,2006,1,0,16.95,64,2,1,0,0,1,0,0,0
"Activision Value Publishing, Inc.",World Series of Poker: Tournament of Champions,Sports,Nintendo Wii,0.05,2006,0,0,24.95,46,0,1,0,1,0,0,0,0
"Atlus U.S.A., Inc., Hudson Soft Company, Ltd., Rising Star Games Ltd.",Bomberman Land Touch!,Action,Nintendo DS,0.04,2006,1,0,24.95,78,2,1,1,0,1,0,0,0
"Destination Software, Inc., ZOO Digital Publishing Ltd",Lionel Trains on Track,"Simulation, Strategy",Nintendo DS,0.04,2006,0,0,13.95,47,2,1,0,1,1,0,0,0
"Atari Europe S.A.S.U., Namco Bandai Games America Inc.",Point Blank DS,Action,Nintendo DS,0.04,2006,0,1,17.95,66,2,1,0,0,1,0,0,0
"SouthPeak Interactive, LLC",Scurge: Hive,Action,Nintendo DS,0.04,2006,0,0,8.95,70,2,1,0,0,1,0,0,1
"Bethesda Softworks LLC, Ubisoft Entertainment SA",Star Trek: Tactical Assault,"Action, Strategy",Nintendo DS,0.04,2006,0,0,17.95,63,2,1,0,1,1,0,0,1
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Tao's Adventure: Curse of the Demon Seal,Role-Playing (RPG),Nintendo DS,0.04,2006,0,0,14.95,50,2,1,0,0,1,0,0,0
"Eidos, Inc., Xplosiv",Ford Bold Moves Street Racing,Racing / Driving,Sony PSP,0.04,2006,1,0,17.95,52,2,1,1,1,1,0,0,0
"KOEI Co., Ltd., KOEI Corporation",Gitaroo Man Lives!,Simulation,Sony PSP,0.04,2006,1,0,22.95,80,2,1,1,0,1,0,0,0
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Gradius Collection,Action,Sony PSP,0.04,2006,0,1,17.95,76,2,1,0,0,1,0,0,0
Namco Bandai Games America Inc.,The Legend of Heroes II: Prophecy of the Moonli...,Role-Playing (RPG),Sony PSP,0.04,2006,1,0,17.95,63,2,1,0,0,1,0,0,0
Namco Bandai Games America Inc.,Pac-Man World Rally,"Action, Racing / Driving",Sony PSP,0.04,2006,0,0,17.95,51,2,1,0,0,1,0,0,1
"Hudson Soft Company, Ltd., Konami Corporation, Konami Digital Entertainment GmbH",Bomberman: Act Zero,Action,X360,0.04,2006,1,0,12.95,34,1,1,0,0,0,0,0,0
Xplosiv,Taito Legends: Power-Up,Action,Sony PSP,0.03,2006,0,1,16.95,61,2,2,1,0,1,0,0,0
"Hudson Soft Company, Ltd., Konami Digital Entertainment, Inc.",Wing Island,Simulation,Nintendo Wii,0.03,2006,0,0,19.95,47,0,2,0,0,0,0,0,0
"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Earth Defense Force 2017,Action,X360,0.03,2006,0,0,17.95,69,1,2,0,0,0,0,0,0
"G.rev Ltd., Ubisoft, Inc.",WarTech: Senko no Ronde,Action,X360,0.03,2006,0,0,12.95,60,1,2,1,0,0,0,0,0
Majesco Entertainment Company,MechAssault: Phantom War,Action,Nintendo DS,0.03,2006,1,0,12.95,66,2,1,0,1,1,0,0,0
Ubisoft Entertainment SA,Astonishia Story,"Role-Playing (RPG), Strategy",Sony PSP,0.03,2006,0,0,16.95,48,2,1,0,0,1,0,0,0
Sony Computer Entertainment Europe Ltd.,B-Boy,Action,Sony PSP,0.03,2006,0,0,17.95,50,2,1,0,0,1,0,0,1
"Atari Europe S.A.S.U., Atari, Inc.",BattleZone,Action,Sony PSP,0.03,2006,0,0,14.95,57,2,1,1,0,1,0,0,0
"Namco Bandai Games America Inc., Namco Bandai Games Inc.",Bounty Hounds,"Action, Strategy",Sony PSP,0.03,2006,0,0,17.95,63,2,1,1,0,1,0,0,0
"Codemasters, Rising Star Games Ltd.",Bubble Bobble Evolution,Action,Sony PSP,0.03,2006,0,1,12.95,47,2,1,0,0,1,0,0,0
Sony Computer Entertainment Europe Ltd.,MotoGP,"Racing / Driving, Sports",Sony PSP,0.03,2006,0,0,32.95,69,2,1,0,1,1,0,0,1
"SEGA Europe Ltd., SEGA of America, Inc.",OutRun 2006: Coast 2 Coast,Racing / Driving,Sony PSP,0.03,2006,1,0,17.95,82,2,1,1,1,1,0,0,1
"Myelin Media, LLC",Stacked with Daniel Negreanu,Strategy,Sony PSP,0.03,2006,0,0,16.95,63,2,1,0,0,1,0,0,1
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Street Supremacy,Racing / Driving,Sony PSP,0.03,2006,0,0,7.95,41,2,1,0,1,1,0,0,0
Namco Bandai Games America Inc.,Warhammer: Battle for Atluma,Strategy,Sony PSP,0.03,2006,0,0,17.95,55,2,1,1,1,1,0,0,0
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Online Chess Kingdoms,Strategy,Sony PSP,0.02,2006,0,0,12.95,60,2,2,1,0,1,0,0,0
"Natsume, Inc.",Freedom Wings,"Action, Simulation",Nintendo DS,0.02,2006,0,0,14.95,46,2,1,0,0,1,0,0,0
O~3 Entertainment,Konductra,Strategy,Nintendo DS,0.02,2006,0,0,19.95,60,2,1,0,0,1,0,0,0
"Atlus U.S.A., Inc.",SBK: Snowboard Kids,"Action, Sports",Nintendo DS,0.02,2006,0,0,19.95,63,2,1,0,0,1,0,0,0
"FromSoftware, Inc., Nintendo of America Inc., Nintendo of Europe GmbH",Tenchu: Dark Secret,Action,Nintendo DS,0.02,2006,1,0,14.95,37,2,1,0,0,1,0,0,0
"Taito Corporation, XSEED Games",Dungeon Maker: Hunting Ground,"Action, Role-Playing (RPG)",Sony PSP,0.02,2006,0,0,14.95,70,2,1,0,0,1,0,0,0
"Konami Digital Entertainment, Inc.",Metal Gear Solid: Digital Graphic Novel,Adventure,Sony PSP,0.02,2006,0,0,17.95,78,2,1,0,0,1,0,0,0
Namco Bandai Games America Inc.,Payout Poker & Casino,Sports,Sony PSP,0.02,2006,0,0,17.95,54,2,1,0,0,1,0,0,0
"Konami Digital Entertainment, Inc.",Rengoku 2: Stairway to H.E.A.V.E.N.,Action,Sony PSP,0.02,2006,1,0,9.95,51,2,1,0,0,1,0,0,0
"Bethesda Softworks LLC, Ubisoft Entertainment SA",Star Trek: Tactical Assault,"Action, Strategy",Sony PSP,0.02,2006,0,0,17.95,64,2,1,1,1,1,0,0,1
"Codemasters GmbH, Codemasters Software Company Limited, The",Micro Machines V4,"Action, Racing / Driving",Sony PSP,0.01,2006,1,0,17.95,61,2,2,1,1,1,0,0,1
"MumboJumbo, LLC",Platypus,Action,Sony PSP,0.01,2006,0,0,14.95,59,2,2,1,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Custom Robo Arena,"Action, Role-Playing (RPG)",Nintendo DS,0.01,2006,1,0,17.95,74,2,1,1,0,1,0,0,0
Majesco Entertainment Company,Monster Bomber,"Action, Strategy",Nintendo DS,0.01,2006,0,0,13.95,55,2,1,0,0,1,0,0,0
"Mastiff, LLC, Nihon Falcom Corp.",Gurumin: A Monstrous Adventure,Action,Sony PSP,0.01,2006,0,0,13.95,78,2,1,0,0,1,0,0,0
Konami Digital Entertainment GmbH,Pocket Racers,"Action, Racing / Driving",Sony PSP,0.01,2006,0,0,12.95,39,2,1,0,0,1,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Spider-Man 3,Action,Sony PSP,0.01,2006,1,0,6.95,58,2,1,0,1,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Wii Fit,"Educational, Sports",Nintendo Wii,9.6,2007,0,0,24.95,80,1,1,0,0,0,0,0,0
Microsoft Games Studios,Halo 3,Action,X360,8.03,2007,1,0,24.95,94,2,4,1,0,0,0,0,0
"Activision Publishing, Inc.",Call of Duty 4: Modern Warfare,Action,X360,5.77,2007,1,0,29.95,94,2,4,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Super Mario Galaxy,Action,Nintendo Wii,4.94,2007,1,0,39.95,97,1,2,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Mario Party DS,"Action, Strategy",Nintendo DS,4.34,2007,1,0,27.95,72,3,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Mario Party 8,"Action, Strategy",Nintendo Wii,3.84,2007,1,0,39.95,62,1,4,0,0,0,0,0,0
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero III: Legends of Rock,"Action, Simulation",X360,3.28,2007,1,0,12.95,85,2,2,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Link's Crossbow Training,Action,Nintendo Wii,3.2,2007,0,0,14.95,68,1,1,0,0,0,0,0,0
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero III: Legends of Rock,"Action, Simulation",Nintendo Wii,3.19,2007,1,0,49.95,86,1,2,1,0,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Assassin's Creed,Action,X360,3.17,2007,0,0,16.95,81,2,1,0,0,0,0,0,1
LucasArts,LEGO Star Wars: The Complete Saga,Action,Nintendo Wii,3.03,2007,1,0,17.95,80,1,2,0,1,0,0,0,1
"Activision Deutschland GmbH, Activision Publishing, Inc.",Call of Duty 4: Modern Warfare,Action,PlayStation 3,2.91,2007,1,0,24.95,94,1,4,1,0,0,0,0,1
"Nintendo Co., Ltd., SEGA Europe Ltd., SEGA of America, Inc.",Mario & Sonic at the Olympic Games,"Action, Sports",Nintendo Wii,2.74,2007,0,0,29.95,67,1,4,0,1,0,0,0,1
"ak tronic Software & Services GmbH, LucasArts",LEGO Star Wars: The Complete Saga,"Action, Racing / Driving",Nintendo DS,2.66,2007,1,0,17.95,80,3,1,0,1,1,0,0,1
Microsoft Games Studios,Forza Motorsport 2,Racing / Driving,X360,2.48,2007,1,0,12.95,90,2,2,1,1,0,0,0,0
"Electronic Arts, Inc.",Madden NFL 08,Sports,X360,2.32,2007,1,0,9.95,85,2,4,1,1,0,0,0,1
"Activision Publishing, Inc., Activision (UK) Limited, RedOctane, Inc.",Guitar Hero II,"Action, Simulation",X360,2.04,2007,1,0,17.95,92,2,2,0,0,0,0,0,1
MTV Games,Rock Band,"Action, Simulation",X360,2.02,2007,0,0,14.95,92,2,4,1,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",The Legend of Zelda: Phantom Hourglass,Action,Nintendo DS,1.92,2007,1,0,24.95,90,3,1,1,0,1,0,0,0
"Nintendo of America Inc., PokÇmon Company, The",PokÇmon Mystery Dungeon: Explorers of Darkness,Role-Playing (RPG),Nintendo DS,1.91,2007,1,0,15.95,59,3,1,0,0,1,0,0,0
"Nintendo of America Inc., PokÇmon Company, The",PokÇmon Mystery Dungeon: Explorers of Time,Role-Playing (RPG),Nintendo DS,1.91,2007,1,0,24.95,59,3,1,1,0,1,0,0,0
"Ubisoft, Inc.",Assassin's Creed,Action,PlayStation 3,1.77,2007,0,0,17.95,81,1,1,0,0,0,0,0,1
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Uncharted: Drake's Fortune,Action,PlayStation 3,1.76,2007,0,0,24.95,88,1,1,0,0,0,0,0,0
Microsoft Games Studios,Mass Effect,"Action, Role-Playing (RPG)",X360,1.57,2007,0,0,17.95,91,2,1,0,0,0,0,0,0
"505 GameStreet, 505 Games S.R.L., Majesco Entertainment Company",Cooking Mama 2: Dinner with Friends,Simulation,Nintendo DS,1.56,2007,1,0,17.95,70,3,1,0,0,1,0,0,0
"2K Games, Spike Co., Ltd.",BioShock,Action,X360,1.52,2007,0,0,16.95,96,2,1,0,0,0,0,0,1
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Super Paper Mario,"Action, Role-Playing (RPG)",Nintendo Wii,1.5,2007,1,0,29.95,85,1,1,0,0,0,0,0,0
"Midway Home Entertainment, Inc.",Game Party,Action,Nintendo Wii,1.49,2007,0,0,14.95,25,1,4,0,0,0,0,0,0
"SCEA, SCEE, Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Ratchet & Clank: Size Matters,Action,Sony PSP,1.47,2007,1,0,14.95,85,3,1,1,0,1,0,0,1
"Konami Digital Entertainment GmbH, Konami Digital Entertainment, Inc.",Dance Dance Revolution Hottest Party,Action,Nintendo Wii,1.45,2007,1,0,17.95,73,1,4,0,0,0,0,0,0
"Activision Publishing, Inc., RedOctane, Inc.",Guitar Hero III: Legends of Rock,"Action, Simulation",PlayStation 3,1.43,2007,1,0,32.95,83,1,2,0,0,0,1,0,1
"505 GameStreet, Majesco Entertainment Company, Taito Corporation",Cooking Mama: Cook Off,Simulation,Nintendo Wii,1.38,2007,1,0,14.95,61,1,2,0,0,0,0,0,0
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Gran Turismo 5: Prologue,"Racing / Driving, Simulation",PlayStation 3,1.31,2007,1,0,24.95,80,1,2,1,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Professor Layton and the Curious Village,"Adventure, Educational, Strategy",Nintendo DS,1.26,2007,0,0,23.95,85,3,1,0,0,1,0,0,0
"Capcom Co., Ltd., Capcom Entertainment, Inc.",Resident Evil 4,Action,Nintendo Wii,1.24,2007,1,1,16.95,91,1,1,0,0,0,0,0,0
"Bethesda Softworks LLC, Ubisoft Entertainment SA",The Elder Scrolls IV: Oblivion,"Action, Role-Playing (RPG)",PlayStation 3,1.2,2007,1,0,17.95,93,1,1,0,0,0,0,0,1
"Activision Publishing, Inc.",Transformers: Autobots,"Action, Racing / Driving",Nintendo DS,1.17,2007,0,0,17.95,67,3,1,0,1,1,0,0,0
"Activision Publishing, Inc.",Transformers: Decepticons,"Action, Racing / Driving",Nintendo DS,1.17,2007,0,0,17.95,66,3,1,0,1,1,0,0,0
Disney Interactive Studios,High School Musical: Sing It!,Action,Nintendo Wii,1.16,2007,1,0,19.95,64,1,6,0,1,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Diddy Kong Racing DS,"Racing / Driving, Sports",Nintendo DS,1.16,2007,0,0,24.95,63,3,1,1,0,1,0,0,0
Disney Interactive Studios,High School Musical: Makin' the Cut,Action,Nintendo DS,1.13,2007,0,0,10.95,66,3,1,0,1,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Big Brain Academy: Wii Degree,Action,Nintendo Wii,1.1,2007,0,0,19.95,68,1,8,0,0,0,0,0,0
"Electronic Arts, Inc.",Need for Speed: ProStreet,Racing / Driving,X360,1.1,2007,1,0,16.95,72,2,2,1,1,0,0,0,1
"Destination Software, Inc.",Deal or No Deal,Strategy,Nintendo DS,1.1,2007,0,0,11.95,20,3,1,0,1,1,0,0,0
LucasArts,LEGO Star Wars: The Complete Saga,Action,X360,1.09,2007,1,0,17.95,80,2,2,1,1,0,0,0,1
"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.",Sonic and the Secret Rings,Action,Nintendo Wii,1.08,2007,1,0,16.95,69,1,4,0,0,0,0,0,0
Valve Corporation,The Orange Box,Action,X360,1.06,2007,1,1,17.95,96,2,1,1,0,0,0,0,0
Microsoft Games Studios,Crackdown,"Action, Racing / Driving, Role-Playing (RPG)",X360,1.02,2007,0,0,14.95,83,2,1,1,0,0,0,0,0
MTV Games,Rock Band,"Action, Simulation",PlayStation 3,1.01,2007,0,0,14.95,92,1,4,1,0,0,0,0,1
"Electronic Arts, Inc.",Tiger Woods PGA Tour 08,Sports,Nintendo Wii,1,2007,1,0,17.95,72,1,4,0,1,0,0,0,1
"THQ Inc., THQ International Ltd.",WWE Smackdown vs. Raw 2008,Sports,X360,0.96,2007,1,0,12.95,71,2,4,1,0,0,0,0,1
"Electronic Arts, Inc.",Madden NFL 08,Sports,PlayStation 3,0.94,2007,1,0,9.95,81,1,4,1,1,0,0,0,1
"Activision Publishing, Inc.",Call of Duty 4: Modern Warfare,Action,Nintendo DS,0.94,2007,0,0,19.95,75,3,1,0,0,1,0,0,1
"ak tronic Software & Services GmbH, Electronic Arts, Inc.",MySims,"Simulation, Strategy",Nintendo Wii,0.94,2007,0,0,17.95,68,1,1,0,0,0,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Mario Strikers Charged,"Action, Sports",Nintendo Wii,0.93,2007,1,0,29.95,79,1,4,0,0,0,0,0,0
LucasArts,Star Wars Battlefront: Renegade Squadron,Action,Sony PSP,0.93,2007,1,0,16.95,73,3,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo of Korea Co., Ltd.",Flash Focus: Vision Training in Minutes a Day,Action,Nintendo DS,0.91,2007,1,0,17.95,59,3,1,0,0,1,0,0,0
"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Metroid Prime 3: Corruption,Action,Nintendo Wii,0.91,2007,1,0,19.95,90,1,1,0,0,0,0,0,0
Mud Duck Productions,AMF Bowling Pinbusters!,Sports,Nintendo Wii,0.89,2007,0,0,9.95,33,1,4,0,1,0,0,0,0
"Ubisoft Entertainment SA, Ubisoft, Inc.",Tom Clancy's Ghost Recon: Advanced Warfighter 2...,Action,X360,0.89,2007,1,0,14.95,86,2,1,1,1,0,0,0,1
"Electronic Arts, Inc.",Madden NFL 08,Sports,Nintendo Wii,0.86,2007,1,0,12.95,76,1,4,0,1,0,0,0,1
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Ratchet & Clank Future: Tools of Destruction,Action,PlayStation 3,0.86,2007,1,0,22.95,89,1,1,0,0,0,0,0,0
LucasArts,LEGO Star Wars: The Complete Saga,Action,PlayStation 3,0.85,2007,1,0,17.95,80,1,2,1,1,0,0,0,1
"ak tronic Software & Services GmbH, Ubisoft, Inc.",Rayman Raving Rabbids 2,Action,Nintendo Wii,0.84,2007,1,0,17.95,67,1,4,0,0,0,0,0,1
2K Sports,NBA 2K8 ,Sports,X360,0.83,2007,1,0,9.95,81,2,1,0,0,0,0,0,1
"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Namco Museum DS,Action,Nintendo DS,0.8,2007,0,1,17.95,67,3,1,0,0,1,0,0,1
"Electronic Arts, Inc.",Need for Speed: ProStreet,Racing / Driving,PlayStation 3,0.75,2007,1,0,16.95,73,1,2,1,1,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Blazing Angels: Squadrons of WWII,Action,Nintendo Wii,0.75,2007,0,0,16.95,57,1,2,0,0,0,0,0,1
"Agatsuma Entertainment Co., Ltd., THQ Inc.",Drawn to Life,Action,Nintendo DS,0.75,2007,0,0,17.95,73,3,1,0,0,1,0,0,0
"ak tronic Software & Services GmbH, Electronic Arts, Inc.",EA Playground,"Action, Racing / Driving, Sports",Nintendo Wii,0.72,2007,0,0,17.95,66,1,4,0,0,0,0,0,1
2K Games,Major League Baseball 2K7,Sports,X360,0.7,2007,1,0,9.95,79,2,2,1,1,0,0,0,1
"Scholastic, Inc.",I Spy Fun House,"Adventure, Educational",Nintendo DS,0.7,2007,0,0,17.95,53,3,1,0,1,1,0,0,0
"Capcom Co., Ltd., Capcom Entertainment, Inc., Nintendo of Europe GmbH",Resident Evil: The Umbrella Chronicles,Action,Nintendo Wii,0.69,2007,1,0,19.95,75,1,2,0,0,0,0,0,0
"Electronic Arts, Inc.",NCAA Football 08,Sports,X360,0.68,2007,1,0,9.95,81,2,2,1,1,0,0,0,1
"ak tronic Software & Services GmbH, Buena Vista Games, Inc.",Spectrobes,"Action, Strategy",Nintendo DS,0.68,2007,0,0,14.95,63,3,1,0,0,1,0,0,0
THQ Inc.,Disney/Pixar Cars: Mater-National Championship,Racing / Driving,Nintendo DS,0.67,2007,1,0,17.95,69,3,1,0,1,1,0,0,1
"ak tronic Software & Services GmbH, Electronic Arts, Inc.",The Sims 2: Castaway,Simulation,Nintendo DS,0.66,2007,1,0,16.95,66,3,1,0,0,1,0,0,1
"Electronic Arts, Inc.",skate.,"Action, Sports",X360,0.65,2007,0,0,16.95,86,2,4,1,1,0,0,0,1
"THQ Inc., THQ International Ltd.",WWE Smackdown vs. Raw 2008,Sports,PlayStation 3,0.64,2007,1,0,14.95,74,1,6,1,0,0,0,0,1
"Electronic Arts, Inc.",Madden NFL 08,Sports,Sony PSP,0.64,2007,1,0,9.95,75,3,1,0,1,1,0,0,1
"Electronic Arts, Inc.",NBA Live 08,Sports,PlayStation 3,0.6,2007,1,0,9.95,73,1,4,1,1,0,0,0,1
"Electronic Arts, Inc.",The Simpsons Game,Action,Nintendo DS,0.6,2007,0,0,17.95,69,3,1,0,1,1,0,0,1
"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",Ace Combat 6: Fires of Liberation,"Action, Simulation",X360,0.58,2007,1,0,19.95,80,2,1,1,0,0,0,0,0
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd.",Heavenly Sword,Action,PlayStation 3,0.57,2007,0,0,24.95,79,1,1,0,0,0,0,0,0
"Tecmo, Inc., Tecmo, Ltd.",Ninja Gaiden Sigma,Action,PlayStation 3,0.57,2007,0,1,19.95,88,1,1,0,1,0,0,0,0
"D3Publisher of America, Inc., D3Publisher of Europe Ltd.",Ben 10: Protector of the Earth,Action,Nintendo Wii,0.57,2007,0,0,16.95,63,1,1,0,0,0,0,0,1
"Electronic Arts, Inc.",The Simpsons Game,Action,X360,0.55,2007,0,0,17.95,71,2,2,0,1,0,0,0,1
Deep Silver,CrossworDS,"Educational, Strategy",Nintendo DS,0.53,2007,0,0,17.95,67,3,1,0,0,1,0,0,0
"SEGA Europe Ltd., SEGA of America, Inc.",Sonic Rush Adventure,"Action, Sports",Nintendo DS,0.52,2007,1,0,24.95,78,3,1,1,0,1,0,0,0
"Electronic Arts, Inc.",Tiger Woods PGA Tour 08,Sports,X360,0.51,2007,1,0,14.95,80,2,4,1,1,0,0,0,1
"Activision Publishing, Inc.",Tony Hawk's Proving Ground,Sports,X360,0.51,2007,1,0,16.95,72,2,2,1,1,0,0,0,1
"Activision Publishing, Inc.",Call of Duty: Roads to Victory,Action,Sony PSP,0.51,2007,1,0,24.95,64,3,1,1,0,1,0,0,0
"Activision Deutschland GmbH, Activision Publishing, Inc.",Transformers: The Game,Action,X360,0.51,2007,0,0,14.95,52,2,1,0,1,0,0,0,1
2K Sports,NBA 2K8,Sports,PlayStation 3,0.5,2007,1,0,9.95,81,1,7,1,1,0,0,0,1
"Electronic Arts, Inc.",Medal of Honor: Heroes 2,Action,Sony PSP,0.5,2007,1,0,17.95,69,3,1,1,0,1,0,0,1
"Electronic Arts, Inc.",Smarty Pants,Strategy,Nintendo Wii,0.5,2007,0,0,17.95,65,1,1,0,0,0,0,0,0
"Activision Publishing, Inc.",Spider-Man 3,Action,X360,0.5,2007,1,0,11.95,63,2,1,0,1,0,0,0,1
"Ubisoft Entertainment SA, Ubisoft, Inc.",Tom Clancy's Rainbow Six: Vegas,Action,PlayStation 3,0.49,2007,1,0,16.95,86,1,2,1,1,0,0,0,1
"ak tronic Software & Services GmbH, Electronic Arts, Inc., Electronic Arts Russia",Need for Speed: ProStreet,Racing / Driving,Nintendo Wii,0.49,2007,1,0,16.95,61,1,2,0,1,0,0,0,1
"Electronic Arts, Inc.",NBA LIVE 08 ,Sports,X360,0.49,2007,1,0,9.95,73,2,1,0,0,0,0,0,1
"Konami Digital Entertainment, Inc.",Dance Dance Revolution Universe 2,Action,X360,0.48,2007,1,0,19.95,65,2,4,1,1,0,0,0,0
THQ Inc.,MX vs. ATV Untamed,Racing / Driving,X360,0.48,2007,1,0,17.95,70,2,2,1,1,0,0,0,1
"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",Final Fantasy IV,Role-Playing (RPG),Nintendo DS,0.48,2007,1,1,17.95,85,3,1,0,0,1,0,0,0
"THQ Inc., THQ International Ltd.",WWE Smackdown vs. Raw 2009,Sports,PlayStation 3,0.48,2007,1,0,19.95,74,1,1,0,0,0,0,1,0
"Electronic Arts, Inc.",NBA Street Homecourt,Sports,X360,0.47,2007,1,0,7.95,80,2,4,1,0,0,0,0,1
"Electronic Arts, Inc.",The Simpsons Game,Action,Nintendo Wii,0.47,2007,0,0,17.95,64,1,2,0,1,0,0,0,1
RTL Sports,Winter Sports: The Ultimate Challenge,"Racing / Driving, Sports",Nintendo Wii,0.47,2007,0,0,16.95,52,1,1,0,0,0,0,0,0
THQ Inc.,WWE Smackdown vs. Raw 2008,Sports,Sony PSP,0.46,2007,1,0,16.95,68,3,4,1,0,1,0,0,1
"Sony Computer Entertainment America, Inc., Sony Computer Entertainment Europe Ltd., Sony Computer Entertainment Incorporated",Warhawk,Action,PlayStation 3,0.46,2007,0,0,34.95,84,1,4,1,0,0,1,0,0
"Electronic Arts, Inc.",Tiger Woods PGA Tour 07,Sports,Nintendo Wii,0.46,2007,1,0,17.95,71,1,4,0,1,0,0,0,1
Microsoft Games Studios,"Scene It? Lights, Camera, Action",Simulation,X360,0.46,2007,0,0,22.95,73,2,4,0,1,0,1,0,0
"Sierra Entertainment, Inc.",Crash of the Titans,Action,Nintendo DS,0.46,2007,0,0,17.95,73,3,1,0,0,1,0,0,0
"SEGA of America, Inc.",Sonic Rivals 2,Action,Sony PSP,0.46,2007,1,0,22.95,60,3,1,0,0,1,0,0,0
