USSales,YearReleased,Sequel,ReRelease,Usedprice,ReviewScore,Lifecycle,MaxPlayers,Online,licensed,Handheld,Accessory,LtdEdition,Multiplatform
0.08,2007,1,0,24.95,59,1,1,0,1,0,0,0,0
0.08,2007,0,0,34.95,63,2,1,0,0,0,0,0,1
0.07,2007,0,0,17.95,40,2,4,0,1,0,0,0,1
0.07,2007,1,0,16.95,75,1,2,1,0,0,0,0,0
0.07,2007,1,0,12.95,47,3,1,0,0,1,0,0,0
0.07,2007,1,0,10.95,73,3,1,0,1,1,0,0,0
0.07,2007,0,0,16.95,51,3,1,0,1,1,0,0,0
0.07,2007,0,0,13.95,32,3,1,0,1,1,0,0,1
0.07,2007,0,0,17.95,65,3,1,0,0,1,0,0,0
0.07,2007,1,0,17.95,81,3,1,1,0,1,0,0,1
0.07,2007,1,0,12.95,51,3,1,1,0,1,0,0,1
0.07,2007,1,0,17.95,56,1,1,1,0,0,0,0,1
0.07,2007,0,0,17.95,58,1,1,0,1,0,0,0,0
0.07,2007,1,0,19.95,70,1,1,0,0,0,0,0,0
0.07,2007,0,0,19.95,48,2,1,0,1,0,0,0,1
0.07,2007,1,0,16.95,80,2,1,1,0,0,0,0,0
0.07,2007,0,0,17.95,46,2,1,0,1,0,0,0,0
0.06,2007,0,1,12.95,48,1,4,0,0,0,0,0,1
0.06,2007,1,0,17.95,52,2,4,1,0,0,0,0,0
0.06,2007,0,0,12.95,35,1,2,0,1,0,0,0,0
0.06,2007,1,0,24.95,66,3,1,0,0,1,0,0,0
0.06,2007,0,1,24.95,43,3,1,0,0,1,0,0,0
0.06,2007,1,0,14.95,56,3,1,0,0,1,0,0,0
0.06,2007,0,0,14.95,35,1,1,0,0,0,0,0,0
0.06,2007,1,0,17.95,66,2,1,1,0,0,0,0,0
0.05,2007,0,0,17.95,71,3,1,0,0,1,0,0,0
0.05,2007,0,0,17.95,67,3,1,0,0,1,0,0,0
0.05,2007,0,1,17.95,77,3,1,0,1,1,0,0,0
0.05,2007,1,1,23.95,73,3,1,0,0,1,0,0,0
0.05,2007,0,0,17.95,57,3,1,0,1,1,0,0,1
0.05,2007,1,0,16.95,73,3,1,0,0,1,0,0,1
0.05,2007,1,0,14.95,73,3,1,0,0,1,0,0,0
0.05,2007,0,0,16.95,26,1,1,0,1,0,0,0,1
0.05,2007,1,0,17.95,56,1,1,0,0,0,0,0,1
0.05,2007,1,0,19.95,74,2,1,0,1,0,0,0,1
0.04,2007,1,0,17.95,74,1,7,1,0,0,0,0,1
0.04,2007,1,0,17.95,80,3,4,1,0,1,0,0,1
0.04,2007,0,0,17.95,59,1,4,0,1,0,0,0,1
0.04,2007,1,0,12.95,39,1,4,0,1,0,0,0,1
0.04,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
0.04,2007,0,1,17.95,50,3,1,0,0,1,0,0,0
0.04,2007,1,0,14.95,35,3,1,0,1,1,0,0,1
0.04,2007,0,0,7.95,33,3,1,0,1,1,0,0,0
0.04,2007,0,0,16.95,68,3,1,0,0,1,0,0,0
0.04,2007,0,0,12.95,49,3,1,0,1,1,0,0,1
0.04,2007,1,0,7.95,69,3,1,0,0,1,0,0,1
0.04,2007,0,0,12.95,50,3,1,0,0,1,0,0,0
0.04,2007,1,0,9.95,19,1,1,0,0,0,0,0,0
0.04,2007,0,0,17.95,65,1,1,0,1,0,0,0,1
0.04,2007,0,0,14.95,37,1,1,0,0,0,0,0,0
0.04,2007,0,0,14.95,66,1,1,0,0,0,0,0,0
0.04,2007,1,0,19.95,51,2,1,0,1,0,0,0,1
0.03,2007,0,0,6.95,72,2,4,1,1,0,0,0,1
0.03,2007,1,0,17.95,49,3,2,1,1,1,0,0,0
0.03,2007,1,0,7.95,75,3,2,1,1,1,0,0,0
0.03,2007,1,0,24.95,75,1,2,0,0,0,0,0,1
0.03,2007,0,1,16.95,61,3,1,1,0,1,0,0,0
0.03,2007,0,0,17.95,55,3,1,0,1,1,0,0,0
0.03,2007,0,0,11.95,63,3,1,0,1,1,0,0,0
0.03,2007,0,0,15.95,43,3,1,0,1,1,0,0,0
0.03,2007,1,0,14.95,56,3,1,0,0,1,0,0,0
0.03,2007,0,0,14.95,68,3,1,0,0,1,0,0,0
0.03,2007,0,0,16.95,73,3,1,0,0,1,0,0,0
0.03,2007,0,0,12.95,75,3,1,0,0,1,0,0,0
0.03,2007,1,0,17.95,57,3,1,1,0,1,0,0,0
0.03,2007,0,0,8.95,55,3,1,0,0,1,0,0,0
0.03,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
0.03,2007,1,0,16.95,74,3,1,1,0,1,0,0,1
0.03,2007,0,0,17.95,52,1,1,0,1,0,0,0,1
0.02,2007,1,0,17.95,76,3,4,1,0,1,0,0,1
0.02,2007,0,0,9.95,19,1,2,0,1,0,0,0,1
0.02,2007,0,0,19.95,53,2,2,0,0,0,0,0,1
0.02,2007,0,0,12.95,38,3,1,0,0,1,0,0,0
0.02,2007,1,0,12.95,74,3,1,0,1,1,0,0,0
0.02,2007,0,0,9.95,39,3,1,0,0,1,0,0,0
0.02,2007,0,0,17.95,60,3,1,1,0,1,0,0,0
0.02,2007,0,0,24.95,56,3,1,1,0,1,0,0,0
0.02,2007,0,0,22.95,58,3,1,0,1,1,0,0,0
0.02,2007,1,0,14.95,69,3,1,0,0,1,0,0,0
0.02,2007,1,0,16.95,79,3,1,0,1,1,0,0,1
0.01,2007,1,0,14.95,80,2,4,1,1,0,0,0,1
0.01,2007,0,0,9.95,62,3,1,0,1,1,0,0,1
0.01,2007,0,0,17.95,72,3,1,0,0,1,0,0,0
0.01,2007,0,1,17.95,76,3,1,0,0,1,0,0,0
0.01,2007,1,0,17.95,58,3,1,0,0,1,0,0,0
0.01,2007,0,0,17.95,64,3,1,0,1,1,0,0,0
0.01,2007,0,0,17.95,70,3,1,0,0,1,0,0,0
0.01,2007,0,0,9.95,31,3,1,0,1,1,0,0,0
0.01,2007,0,0,13.95,43,3,1,0,1,1,0,0,0
0.01,2007,1,0,19.95,73,3,1,1,0,1,0,0,0
0.01,2007,0,1,19.95,65,3,1,1,0,1,0,0,0
0.01,2007,0,0,17.95,84,3,1,1,0,1,0,0,1
0.01,2007,1,0,19.95,68,3,1,0,1,1,0,0,1
0.01,2007,0,0,17.95,78,3,1,1,0,1,0,0,0
0.01,2007,1,0,14.95,71,3,1,1,1,1,0,0,1
0.01,2007,0,0,17.95,30,3,1,0,1,1,0,0,0
0.01,2007,1,0,24.95,59,1,1,0,0,0,0,0,1
12.39,2008,1,0,29.95,82,2,4,1,0,0,0,0,0
5.76,2008,1,0,24.95,98,3,1,1,0,0,0,0,1
5.71,2008,1,0,39.95,93,2,6,1,0,0,0,0,0
4.58,2008,1,0,29.95,84,3,4,1,0,0,0,0,1
3.91,2008,1,0,24.95,98,2,1,1,0,0,0,0,1
3.9,2008,1,0,24.95,93,3,2,1,0,0,0,0,0
2.86,2008,1,0,27.95,83,4,1,0,0,1,0,0,0
2.58,2008,1,0,22.95,94,2,1,1,0,0,0,0,0
2.55,2008,1,0,17.95,89,3,1,1,0,0,0,0,0
2.53,2008,1,0,29.95,85,2,4,1,0,0,0,0,1
2.47,2008,1,0,17.95,86,2,4,1,0,0,0,0,1
2.46,2008,0,0,24.95,95,2,4,1,0,0,0,0,0
2.44,2008,1,0,17.95,93,3,1,0,0,0,0,0,1
2.42,2008,0,0,9.95,77,3,2,0,1,0,0,0,1
2.39,2008,0,0,19.95,89,3,2,1,0,0,0,0,0
2.33,2008,1,0,14.95,83,3,4,1,1,0,0,0,1
2.22,2008,1,0,14.95,71,4,1,0,0,1,0,0,0
2.04,2008,0,0,9.95,75,3,4,0,1,0,0,0,1
1.85,2008,1,0,19.95,92,3,4,1,0,0,0,0,1
1.84,2008,0,0,9.95,67,3,4,1,0,0,0,0,1
1.78,2008,1,0,16.95,85,3,4,1,0,0,0,0,1
1.78,2008,1,0,29.95,73,2,1,1,0,0,0,0,0
1.74,2008,0,0,24.95,70,4,1,1,1,1,0,0,1
1.66,2008,1,0,14.95,85,2,4,1,1,0,0,0,1
1.64,2008,0,0,14.95,76,3,2,0,1,0,0,0,1
1.61,2008,1,0,16.95,82,3,2,1,1,0,0,0,1
1.6,2008,1,0,24.95,76,4,1,0,0,1,0,0,0
1.59,2008,0,0,16.95,73,3,1,0,1,0,0,0,1
1.54,2008,1,0,17.95,91,4,1,0,0,1,0,0,0
1.48,2008,1,0,17.95,90,2,1,0,0,0,0,0,1
1.43,2008,0,0,12.95,85,3,1,1,0,0,0,0,1
1.42,2008,0,0,16.95,78,2,2,0,1,0,0,0,1
1.4,2008,0,0,17.95,92,2,2,0,0,0,0,0,1
1.39,2008,0,0,17.95,72,4,1,0,1,1,0,0,1
1.39,2008,1,0,17.95,81,3,1,1,0,0,0,0,1
1.32,2008,0,0,17.95,74,2,2,0,1,0,0,0,1
1.17,2008,1,0,29.95,83,2,2,1,0,0,0,0,1
1.16,2008,0,0,17.95,50,2,4,0,0,0,0,0,0
1.15,2008,1,0,22.95,81,3,1,1,1,0,0,0,1
1.13,2008,1,0,24.95,76,2,2,1,1,0,0,0,1
1.12,2008,0,0,16.95,72,3,2,1,0,0,0,0,1
1.11,2008,1,0,24.95,87,2,2,1,0,0,0,0,0
1.11,2008,1,0,24.95,91,2,1,0,0,0,0,0,1
1.09,2008,1,0,22.95,82,2,1,0,1,0,0,0,1
1.09,2008,1,0,17.95,66,2,1,0,0,0,0,0,1
1.07,2008,1,0,12.95,84,3,1,0,0,0,0,0,1
1.04,2008,1,0,17.95,84,2,4,1,0,0,0,0,1
1.03,2008,1,0,14.95,73,2,1,1,0,0,0,0,1
1.01,2008,0,0,14.95,71,2,2,0,1,0,0,0,1
1.01,2008,1,0,17.95,87,2,1,1,0,0,0,0,0
0.99,2008,1,0,24.95,68,4,1,0,0,1,0,0,0
0.98,2008,1,0,24.95,72,3,2,0,1,0,0,0,1
0.97,2008,1,0,119.95,92,2,1,0,0,0,1,0,1
0.96,2008,0,0,16.95,67,2,4,0,0,0,0,0,0
0.96,2008,0,0,17.95,88,2,1,0,0,0,0,0,1
0.95,2008,1,0,14.95,78,2,1,0,1,0,0,0,0
0.92,2008,0,0,17.95,71,2,1,0,1,0,0,0,1
0.91,2008,1,0,9.95,70,3,2,1,0,0,0,0,1
0.91,2008,1,0,16.95,63,2,1,1,0,0,0,0,0
0.87,2008,1,0,19.95,85,3,2,1,0,0,0,0,1
0.83,2008,1,0,16.95,83,3,1,1,0,0,0,0,1
0.81,2008,1,0,17.95,82,2,1,1,0,0,0,0,1
0.8,2008,1,0,17.95,72,4,1,0,0,1,0,0,0
0.8,2008,1,0,17.95,84,3,1,0,0,0,0,0,1
0.76,2008,0,0,17.95,65,4,1,0,0,1,0,0,0
0.76,2008,0,0,17.95,84,2,1,1,0,0,0,0,1
0.75,2008,0,0,16.95,74,2,2,1,0,0,0,0,1
0.74,2008,1,0,17.95,73,2,4,0,0,0,0,0,0
0.74,2008,1,1,17.95,66,2,2,0,0,0,0,0,0
0.73,2008,1,0,19.95,85,3,1,1,0,0,0,0,1
0.72,2008,0,0,24.95,85,2,4,0,0,0,0,0,0
0.7,2008,0,0,14.95,65,4,1,0,0,1,0,0,0
0.68,2008,1,0,14.95,68,4,4,1,1,1,0,0,1
0.68,2008,1,0,14.95,83,3,4,1,1,0,0,0,1
0.67,2008,1,0,12.95,85,2,2,1,1,0,0,0,1
0.67,2008,1,0,24.95,81,2,2,1,1,0,0,0,1
0.66,2008,1,0,14.95,72,3,1,0,0,0,0,0,1
0.66,2008,1,0,17.95,64,3,1,1,1,0,0,0,1
0.65,2008,1,0,14.95,70,2,2,1,0,0,0,0,1
0.65,2008,1,0,22.95,85,2,2,1,0,0,0,0,1
0.65,2008,0,0,24.95,86,2,1,0,0,0,0,0,0
0.62,2008,1,0,34.95,65,2,1,0,0,0,0,0,0
0.6,2008,1,0,17.95,68,4,1,0,0,1,0,0,0
0.59,2008,1,0,17.95,59,2,1,1,1,0,0,0,1
0.59,2008,1,0,19.95,78,2,1,0,0,0,0,0,0
0.59,2008,1,0,17.95,79,3,1,0,0,0,0,0,1
0.58,2008,1,0,14.95,82,2,7,1,1,0,0,0,1
0.58,2008,1,0,14.95,64,3,1,0,1,0,0,0,1
0.56,2008,1,0,14.95,81,2,4,1,1,0,0,0,1
0.56,2008,0,0,17.95,71,4,1,0,1,1,0,0,1
0.56,2008,1,0,19.95,84,2,1,1,0,0,0,0,1
0.56,2008,0,0,16.95,77,3,1,1,1,0,0,0,1
0.54,2008,0,0,17.95,73,4,1,0,1,1,0,0,1
0.53,2008,0,0,17.95,94,2,1,0,0,0,0,0,1
0.53,2008,0,1,17.95,80,3,1,0,0,0,0,0,1
0.53,2008,1,1,16.95,81,3,1,0,0,0,0,0,1
0.52,2008,0,0,16.95,70,2,4,0,1,0,0,0,1
0.52,2008,1,0,17.95,74,4,1,0,0,1,0,0,0
0.52,2008,1,0,16.95,79,4,1,0,0,1,0,0,0
0.51,2008,1,0,19.95,87,3,4,1,1,0,0,0,1
0.51,2008,0,1,17.95,92,4,2,0,0,1,0,0,0
0.51,2008,1,0,14.95,38,4,1,0,1,1,0,0,0
0.51,2008,1,0,17.95,76,3,1,0,0,0,0,0,1
0.5,2008,0,0,39.95,70,2,4,0,0,0,0,0,0
0.5,2008,0,0,24.95,75,4,1,0,0,1,0,0,0
0.5,2008,0,0,14.95,79,3,1,0,0,0,0,0,1
0.49,2008,1,0,22.95,87,2,7,1,1,0,0,0,1
0.49,2008,0,0,12.95,55,2,2,1,0,0,0,0,0
0.49,2008,0,0,17.95,79,4,1,1,0,1,0,0,0
0.49,2008,1,0,24.95,84,3,1,1,0,0,0,0,1
0.48,2008,0,0,17.95,51,2,4,0,1,0,0,0,1
0.48,2008,1,1,17.95,85,2,1,0,0,0,0,0,1
0.48,2008,1,0,14.95,88,3,1,0,0,0,0,0,1
0.47,2008,1,0,17.95,76,3,1,1,0,0,0,0,1
0.47,2008,0,0,14.95,60,3,1,1,1,0,0,0,1
0.47,2008,1,0,14.95,69,3,1,1,1,0,0,0,1
0.46,2008,0,0,16.95,44,4,1,0,1,1,0,0,1
0.46,2008,1,0,16.95,47,2,1,0,0,0,0,0,0
0.46,2008,1,0,16.95,79,2,1,0,0,0,0,0,1
0.45,2008,0,0,16.95,82,2,4,0,0,0,0,0,0
0.45,2008,1,0,16.95,56,2,4,0,0,0,0,0,1
0.45,2008,0,0,24.95,83,4,1,0,0,1,0,0,0
0.44,2008,0,0,16.95,44,2,4,0,0,0,0,0,0
0.44,2008,1,0,17.95,75,2,1,0,0,0,0,0,1
0.43,2008,1,0,17.95,86,4,4,1,0,1,0,0,0
0.43,2008,0,0,17.95,75,2,2,0,1,0,0,0,1
0.43,2008,1,0,19.95,85,2,1,1,0,0,0,0,1
0.42,2008,1,0,24.95,65,4,1,0,0,1,0,0,0
0.42,2008,1,0,19.95,76,2,1,1,0,0,0,0,1
0.42,2008,1,0,17.95,54,2,1,0,0,0,0,0,1
0.41,2008,0,0,17.95,82,2,1,0,1,0,0,0,1
0.41,2008,1,0,17.95,60,3,1,0,0,0,0,0,1
0.4,2008,0,1,12.95,68,2,2,0,0,0,0,0,0
0.4,2008,1,0,16.95,72,4,1,0,0,1,0,0,1
0.39,2008,0,1,17.95,90,2,1,0,0,0,0,0,1
0.38,2008,0,0,17.95,77,2,2,0,1,0,0,0,1
0.38,2008,1,0,17.95,49,2,1,0,1,0,0,0,1
0.37,2008,1,0,29.95,82,2,4,1,0,0,0,0,0
0.37,2008,1,0,19.95,84,3,4,1,1,0,0,0,1
0.37,2008,1,0,24.95,67,2,1,0,0,0,0,0,1
0.36,2008,1,0,19.95,82,2,4,1,1,0,0,0,1
0.36,2008,0,1,17.95,80,4,1,0,0,1,0,0,1
0.36,2008,0,0,17.95,83,2,1,1,0,0,0,0,1
0.36,2008,1,0,16.95,67,2,1,1,1,0,0,0,1
0.36,2008,1,0,17.95,70,2,1,0,0,0,0,0,1
0.36,2008,1,0,19.95,68,3,1,0,1,0,0,0,0
0.35,2008,0,0,14.95,75,3,1,1,0,0,0,0,0
0.35,2008,0,0,19.95,87,3,1,1,1,0,0,0,1
0.35,2008,0,0,14.95,65,3,1,1,0,0,0,0,0
0.34,2008,0,0,16.95,69,2,2,0,1,0,0,0,1
0.34,2008,0,0,17.95,76,4,1,0,1,1,0,0,1
0.34,2008,0,1,17.95,59,2,1,0,0,0,0,0,0
0.33,2008,1,0,16.95,63,2,2,0,1,0,0,0,1
0.33,2008,0,0,14.95,56,4,1,0,0,1,0,0,1
0.33,2008,1,0,17.95,50,4,1,0,1,1,0,0,0
0.33,2008,1,0,14.95,83,4,1,0,1,1,0,0,1
0.33,2008,0,0,17.95,42,2,1,0,1,0,0,0,1
0.32,2008,1,0,17.95,55,4,1,0,1,1,0,0,1
0.31,2008,0,0,24.95,87,2,1,1,1,0,0,0,1
0.31,2008,1,0,19.95,88,2,1,0,1,0,0,0,1
0.31,2008,1,0,17.95,79,3,1,1,0,0,0,0,0
0.3,2008,1,0,34.95,81,2,4,1,0,0,0,0,0
0.3,2008,1,0,17.95,79,4,1,0,0,1,0,0,0
0.3,2008,0,1,17.95,69,4,1,0,0,1,0,0,1
0.3,2008,0,0,17.95,86,4,1,0,0,1,0,0,0
0.3,2008,0,0,15.95,63,2,1,0,1,0,0,0,1
0.3,2008,0,0,17.95,44,2,1,0,1,0,0,0,1
0.29,2008,0,0,14.95,65,4,1,0,0,1,0,0,1
0.29,2008,0,0,16.95,67,2,1,1,0,0,0,0,1
0.29,2008,0,0,14.95,79,2,1,0,0,0,0,0,1
0.29,2008,0,0,16.95,46,2,1,0,0,0,0,0,1
0.29,2008,1,0,14.95,80,3,1,1,0,0,0,0,1
0.28,2008,1,0,14.95,80,2,8,1,0,0,1,0,0
0.28,2008,0,0,12.95,71,2,4,0,0,0,0,0,1
0.28,2008,0,0,16.95,55,3,4,0,0,0,1,0,0
0.28,2008,0,0,17.95,75,4,1,0,1,1,0,0,1
0.28,2008,1,0,17.95,82,4,1,0,0,1,0,0,0
0.28,2008,0,0,17.95,76,2,1,1,1,0,0,0,1
0.28,2008,0,0,17.95,45,3,1,0,1,0,0,0,1
0.27,2008,1,0,27.95,54,2,4,0,1,0,0,0,0
0.27,2008,1,0,16.95,76,3,4,1,1,0,0,0,0
0.27,2008,0,0,14.95,50,3,4,0,1,0,0,0,1
0.27,2008,1,0,11.95,70,4,1,0,0,1,0,0,0
0.27,2008,1,0,16.95,59,4,1,0,1,1,0,0,1
0.27,2008,1,0,15.95,72,2,1,1,0,0,0,0,1
0.27,2008,0,0,17.95,68,3,1,0,0,0,0,0,0
0.26,2008,1,0,14.95,62,3,4,1,1,0,0,0,0
0.26,2008,0,0,14.95,69,3,1,1,0,0,0,0,1
0.25,2008,1,0,14.95,76,2,6,0,1,0,0,0,0
0.25,2008,1,0,19.95,81,4,1,0,0,1,0,0,0
0.25,2008,0,0,17.95,70,4,1,0,1,1,0,0,1
0.25,2008,1,0,27.95,79,3,1,0,0,0,0,0,0
0.24,2008,1,0,17.95,70,2,8,0,1,0,0,0,1
0.24,2008,1,0,17.95,72,3,2,1,1,0,0,0,1
0.24,2008,1,0,24.95,78,4,1,0,0,1,0,0,0
0.24,2008,1,0,17.95,57,4,1,0,0,1,0,0,0
0.24,2008,1,0,24.95,85,4,1,1,0,1,0,0,0
0.24,2008,1,0,17.95,55,4,1,0,0,1,0,0,0
0.24,2008,1,0,16.95,55,4,1,0,0,1,0,0,0
0.24,2008,0,0,16.95,60,2,1,1,0,0,0,0,1
0.24,2008,0,1,17.95,63,3,1,1,0,0,0,0,0
0.24,2008,1,0,19.95,69,3,1,1,1,0,0,0,1
0.24,2008,0,0,7.95,43,3,1,1,0,0,0,0,1
0.23,2008,1,0,19.95,56,2,4,0,0,0,0,0,0
0.23,2008,1,0,17.95,84,4,2,0,1,1,0,0,1
0.23,2008,1,0,14.95,82,3,2,1,0,0,0,0,1
0.23,2008,1,0,15.95,46,4,1,0,1,1,0,0,0
0.23,2008,0,0,16.95,63,4,1,0,1,1,0,0,1
0.23,2008,0,0,14.95,72,2,1,1,0,0,0,0,1
0.23,2008,0,0,14.95,66,3,1,0,0,0,0,0,0
0.22,2008,1,0,19.95,71,2,2,1,1,0,0,0,1
0.22,2008,1,0,22.95,65,2,1,1,1,0,0,0,1
0.22,2008,0,0,7.95,42,2,1,1,0,0,0,0,1
0.22,2008,1,0,26.95,67,2,1,0,0,0,0,0,0
0.22,2008,1,0,24.95,70,2,1,0,1,0,0,0,1
0.22,2008,1,0,24.95,60,3,1,0,0,0,0,0,1
0.22,2008,0,0,17.95,55,3,1,0,0,0,0,0,1
0.22,2008,1,0,17.95,70,3,1,0,0,0,0,0,1
0.21,2008,0,0,12.95,64,2,4,1,1,0,0,0,1
0.21,2008,0,0,16.95,55,2,1,0,0,0,0,0,0
0.21,2008,0,0,19.95,76,2,1,0,1,0,0,0,1
0.21,2008,0,0,13.95,72,3,1,1,0,0,0,0,1
0.2,2008,1,0,24.95,68,2,4,0,0,0,0,0,0
0.2,2008,1,0,24.95,74,4,1,0,0,1,0,0,0
0.2,2008,1,0,24.95,67,2,1,0,1,0,0,0,0
0.19,2008,0,0,17.95,65,2,4,0,0,0,0,0,0
0.19,2008,2,0,14.95,63,3,4,0,0,0,0,0,1
0.19,2008,1,0,10.95,54,4,1,0,1,1,0,0,1
0.19,2008,1,0,14.95,82,4,1,0,0,1,0,0,0
0.19,2008,2,0,14.95,60,2,1,0,0,0,0,0,1
0.18,2008,1,0,23.95,69,2,4,0,0,0,0,0,0
0.18,2008,0,0,16.95,75,2,4,1,0,0,0,0,0
0.18,2008,1,0,24.95,59,2,2,0,0,0,0,0,1
0.18,2008,0,0,19.95,34,4,1,0,0,1,0,0,0
0.18,2008,0,0,17.95,76,2,1,0,0,0,0,0,0
0.17,2008,1,0,9.95,55,3,4,1,1,0,0,0,1
0.17,2008,1,0,17.95,78,4,1,0,0,1,0,0,0
0.17,2008,1,0,11.95,85,4,1,1,0,1,0,0,0
0.17,2008,0,1,17.95,74,4,1,0,0,1,0,0,0
0.17,2008,0,0,16.95,54,2,1,0,1,0,0,0,1
0.16,2008,1,0,24.95,75,2,4,1,0,0,0,0,0
0.16,2008,0,1,17.95,83,2,2,0,0,0,0,0,1
0.16,2008,0,0,16.95,62,2,2,0,1,0,0,0,1
0.16,2008,1,0,24.95,60,3,2,0,0,0,0,0,1
0.16,2008,0,0,12.95,54,3,2,1,0,0,0,0,1
0.16,2008,1,0,12.95,83,4,1,0,0,1,0,0,0
0.16,2008,0,0,12.95,71,4,1,0,1,1,0,0,0
0.16,2008,1,0,14.95,82,2,1,1,0,0,0,0,1
0.16,2008,1,0,17.95,71,2,1,0,0,0,0,0,1
0.16,2008,1,0,14.95,77,3,1,1,0,0,0,0,0
0.16,2008,0,0,14.95,68,3,1,0,0,0,0,0,0
0.15,2008,1,0,14.95,60,3,4,1,1,0,0,0,0
0.15,2008,0,0,14.95,56,3,2,1,1,0,0,0,0
0.15,2008,1,0,12.95,73,4,1,1,0,1,0,0,1
0.15,2008,0,0,17.95,71,2,1,1,1,0,0,0,0
0.15,2008,1,0,17.95,75,3,1,1,0,0,0,0,0
0.15,2008,0,0,17.95,55,3,1,0,1,0,0,0,1
0.15,2008,1,0,14.95,69,3,1,0,0,0,0,0,1
0.14,2008,0,0,24.95,80,2,2,0,0,0,0,0,1
0.14,2008,1,0,17.95,82,3,2,1,0,0,0,0,0
0.14,2008,1,0,9.95,74,4,1,0,0,1,0,0,0
0.14,2008,0,0,16.95,65,2,1,0,0,0,0,0,0
0.14,2008,0,0,14.95,52,2,1,0,1,0,0,0,1
0.14,2008,0,0,14.95,43,2,1,0,1,0,0,0,1
0.14,2008,1,0,17.95,70,2,1,0,0,0,0,0,0
0.13,2008,0,0,14.95,76,3,4,1,0,0,0,0,1
0.13,2008,0,1,17.95,68,4,2,1,0,1,0,0,1
0.13,2008,0,0,22.95,61,2,2,0,0,0,0,0,0
0.13,2008,1,0,14.95,56,3,2,1,1,0,0,0,1
0.13,2008,1,0,17.95,58,4,1,0,0,1,0,0,0
0.13,2008,1,0,19.95,42,3,1,0,1,0,0,0,0
0.13,2008,0,0,17.95,52,3,1,1,0,0,0,0,0
0.13,2008,0,0,14.95,63,3,1,1,0,0,0,0,1
0.12,2008,0,0,39.95,71,3,6,0,0,0,1,0,0
0.12,2008,1,0,19.95,57,2,4,0,0,0,0,0,0
0.12,2008,0,0,14.95,49,2,4,1,0,0,0,0,0
0.12,2008,0,0,17.95,75,3,4,1,0,0,0,0,0
0.12,2008,0,0,14.95,53,2,2,1,0,0,0,0,1
0.12,2008,1,0,22.95,83,2,2,0,1,0,0,0,1
0.12,2008,0,0,17.95,72,2,2,0,0,0,0,0,0
0.12,2008,1,1,29.95,84,4,1,0,0,1,0,0,0
0.12,2008,0,0,19.95,80,4,1,0,1,1,0,0,0
0.12,2008,0,0,19.95,65,4,1,0,0,1,0,0,0
0.12,2008,0,0,17.95,72,2,1,0,0,0,0,0,1
0.12,2008,0,1,14.95,58,3,1,0,0,0,0,0,1
0.11,2008,1,0,14.95,63,2,4,1,1,0,0,0,0
0.11,2008,0,0,16.95,67,2,4,1,0,0,0,0,1
0.11,2008,0,0,16.95,65,3,4,1,1,0,0,0,1
0.11,2008,1,0,17.95,53,2,2,0,0,0,0,0,0
0.11,2008,0,1,16.95,85,4,1,1,0,1,0,0,1
0.11,2008,0,0,14.95,69,4,1,0,0,1,0,0,0
0.1,2008,0,0,14.95,72,2,4,1,0,0,0,0,1
0.1,2008,0,0,24.95,58,2,4,0,1,0,0,0,1
0.1,2008,1,0,14.95,54,2,4,1,1,0,0,0,1
0.1,2008,0,0,16.95,54,2,4,0,0,0,0,0,0
0.1,2008,0,0,19.95,62,3,4,0,1,0,0,0,1
0.1,2008,2,0,17.95,70,3,4,0,0,0,0,0,0
0.1,2008,1,0,22.95,70,3,3,0,1,0,1,0,1
0.1,2008,1,0,17.95,83,2,2,0,0,0,0,0,1
0.1,2008,0,0,27.95,71,4,1,0,0,1,0,0,0
0.1,2008,0,1,24.95,82,4,1,0,0,1,0,0,0
0.1,2008,0,0,13.95,60,4,1,0,0,1,0,0,0
0.1,2008,1,0,17.95,59,4,1,0,0,1,0,0,0
0.1,2008,0,0,23.95,52,4,1,0,0,1,0,0,1
0.1,2008,0,0,47.95,63,2,1,0,0,0,0,0,0
0.1,2008,1,0,14.95,64,2,1,1,1,0,0,0,0
0.1,2008,1,0,14.95,70,2,1,0,1,0,0,0,1
0.1,2008,1,0,17.95,45,2,1,0,1,0,0,0,0
0.1,2008,1,0,16.95,53,2,1,0,0,0,0,0,0
0.1,2008,1,0,16.95,68,3,1,1,1,0,0,0,1
0.1,2008,1,0,12.95,67,3,1,1,1,0,0,0,0
0.1,2008,0,0,12.95,49,3,1,0,1,0,0,0,1
0.09,2008,1,0,17.95,78,4,4,1,1,1,0,0,1
0.09,2008,0,0,17.95,61,2,4,1,1,0,0,0,1
0.09,2008,0,0,14.95,45,2,4,1,1,0,0,0,1
0.09,2008,0,0,17.95,51,2,4,0,1,0,0,0,0
0.09,2008,0,0,14.95,49,2,4,0,0,0,0,0,1
0.09,2008,0,0,12.95,52,3,4,1,0,0,0,0,0
0.09,2008,1,0,19.95,78,3,4,1,1,0,0,0,0
0.09,2008,1,0,14.95,62,2,2,1,0,0,0,0,1
0.09,2008,1,0,16.95,47,2,2,1,1,0,0,0,1
0.09,2008,0,0,17.95,49,2,2,1,0,0,0,0,0
0.09,2008,1,0,17.95,71,2,2,0,0,0,0,0,1
0.09,2008,1,0,32.95,63,3,2,0,0,0,0,0,0
